std_id;std_st_id;std_it_id;std_qtity;std_remainingqtity
2564;2988;2988;3922;2237
2565;2446;2446;4965;554
2566;1683;1683;2785;214
2567;1321;1321;4044;2411
2568;5244;5244;4354;2778
2569;1896;1896;1260;540
2570;2753;2753;3205;477
2571;2024;2024;3538;1131
2572;2689;2689;1910;2806
2573;1278;1278;2167;2024
2574;3155;3155;3282;2383
2575;2572;2572;3782;574
2576;2028;2028;822;310
2577;2145;2145;3450;1457
2578;1870;1870;2193;100
2579;360;360;3515;1889
2580;1869;1869;2316;913
2581;1430;1430;185;1327
2582;3239;3239;4756;378
2583;1808;1808;3532;1623
2584;2361;2361;2367;2092
2585;3973;3973;3204;1332
2586;3320;3320;3352;560
2587;740;740;1928;1428
2588;5683;5683;4806;2733
2589;2956;2956;3556;1225
2590;1528;1528;2576;2600
2591;3470;3470;1964;2182
2592;855;855;466;2906
2593;NULL;NULL;645;11
2594;1544;1544;67;1461
2595;2013;2013;2006;2287
2596;2737;2737;1351;1933
2597;3681;3681;2048;312
2598;2527;2527;2889;1842
2599;1162;1162;406;2334
2600;4623;4623;1974;725
2601;1867;1867;16;2423
2602;2211;2211;3309;2893
2603;1078;1078;1454;436
2604;5576;5576;2616;2282
2605;1496;1496;3192;716
2606;2801;2801;1624;2888
2607;1639;1639;1882;389
2608;2872;2872;4843;1190
2609;2476;2476;520;2570
2610;1820;1820;3566;2684
2611;1603;1603;3181;573
2612;2071;2071;4473;194
2613;3525;3525;2338;2664
2614;2058;2058;1128;2111
2615;2092;2092;2353;2209
2616;2253;2253;212;1120
2617;1708;1708;48;378
2618;2340;2340;4497;1475
2619;718;718;717;904
2620;5785;5785;1613;2995
2621;9806;9806;857;1787
2622;1715;1715;4238;2679
2623;1479;1479;797;1552
2624;2321;2321;3685;940
2625;628;628;1240;1296
2626;3365;3365;3071;1225
2627;NULL;NULL;1265;2794
2628;2993;2993;2100;563
2629;1807;1807;1276;95
2630;1615;1615;2430;1642
2631;1613;1613;3774;2999
2632;3230;3230;560;2615
2633;2831;2831;NULL;766
2634;2652;2652;1787;1164
2635;3551;3551;1541;1491
2636;2634;2634;2300;1434
2637;3057;3057;1876;2943
2638;2456;2456;3301;2342
2639;2036;2036;915;1375
2640;4117;4117;4175;1445
2641;1012;1012;1580;171
2642;3283;3283;1469;237
2643;1817;1817;2086;163
2644;2887;2887;4286;1541
2645;4258;4258;4990;2027
2646;1710;1710;4395;1987
2647;2498;2498;2492;242
2648;5538;5538;3129;901
2649;1218;1218;4517;2252
2650;3953;3953;2715;1167
2651;1759;1759;1793;1554
2652;40;40;1302;1837
2653;2170;2170;2552;938
2654;1959;1959;2172;2340
2655;2184;2184;3794;1939
2656;280;280;1117;2744
2657;2874;2874;778;1340
2658;1520;1520;2512;2496
2659;2457;2457;2769;986
2660;1795;1795;1375;2491
2661;2821;2821;121;94
2662;1852;1852;358;2826
2663;2924;2924;4783;1095
2664;3360;3360;3567;927
2665;2181;2181;3090;2686
2666;NULL;NULL;4792;959
2667;3123;3123;2621;2428
2668;3675;3675;2686;1500
2669;4769;4769;796;619
2670;2285;2285;3829;775
2671;1798;1798;476;1178
2672;2319;2319;1912;1037
2673;1252;1252;4133;99
2674;165;165;321;NULL
2675;2021;2021;4137;2460
2676;2526;2526;143;2823
2677;957;957;3771;1549
2678;1378;1378;4953;2516
2679;2080;2080;807;11
2680;1622;1622;4291;1914
2681;3460;3460;3748;2309
2682;3623;3623;4942;983
2683;2639;2639;1748;1893
2684;1928;1928;4386;1311
2685;1529;1529;4483;1928
2686;2460;2460;1128;87
2687;80;80;1222;1161
2688;982;982;3389;1677
2689;2957;2957;2994;1427
2690;1974;1974;424;2225
2691;1933;1933;1521;1748
2692;2208;2208;4365;93
2693;5273;5273;531;446
2694;1535;1535;4540;1356
2695;2569;2569;4054;1885
2696;2074;2074;1222;1351
2697;4172;4172;1687;345
2698;3387;3387;3520;2143
2699;640;640;1195;2236
2700;1727;1727;198;1856
2701;1799;1799;1773;1067
2702;1834;1834;4807;2559
2703;2496;2496;2333;NULL
2704;2486;2486;687;1743
2705;869;869;2238;281
2706;1166;1166;4882;1477
2707;1606;1606;2169;2990
2708;2901;2901;2230;517
2709;2563;2563;3035;1738
2710;2065;2065;3651;1478
2711;3298;3298;2346;2517
2712;2323;2323;826;390
2713;1599;1599;1704;228
2714;4877;4877;3479;1329
2715;2330;2330;2627;581
2716;1177;1177;179;1678
2717;2242;2242;3611;NULL
2718;2739;2739;396;1508
2719;1661;1661;4084;1201
2720;2286;2286;1962;1515
2721;1245;1245;3570;2167
2722;1093;1093;4232;840
2723;2177;2177;4693;1524
2724;2261;2261;372;2283
2725;2220;2220;2308;1001
2726;9531;9531;1112;2275
2727;3285;3285;1381;1872
2728;2485;2485;4593;681
2729;837;837;1268;731
2730;2142;2142;2915;2682
2731;2571;2571;3456;1215
2732;2665;2665;250;1109
2733;2738;2738;3757;2478
2734;2081;2081;609;2406
2735;3020;3020;2517;279
2736;5387;5387;3942;1155
2737;1396;1396;2609;846
2738;1237;1237;1060;2750
2739;NULL;NULL;2147;2241
2740;1729;1729;4601;1611
2741;2163;2163;3959;NULL
2742;1966;1966;3993;2834
2743;118;118;354;1938
2744;1319;1319;4343;2571
2745;3148;3148;3078;2424
2746;1395;1395;694;198
2747;1937;1937;2660;1911
2748;2564;2564;2053;1835
2749;2265;2265;1913;1520
2750;3545;3545;3875;1764
2751;437;437;2612;2865
2752;1253;1253;1290;2679
2753;7021;7021;4436;377
2754;2651;2651;4234;149
2755;2254;2254;1629;1830
2756;7548;7548;2542;2976
2757;2061;2061;114;1395
2758;6246;6246;1960;331
2759;2217;2217;3380;1785
2760;6284;6284;1125;1558
2761;881;881;3501;2468
2762;2998;2998;2576;1410
2763;1753;1753;962;796
2764;2673;2673;119;2259
2765;2922;2922;194;836
2766;2521;2521;2096;523
2767;NULL;NULL;2069;369
2768;3374;3374;1094;38
2769;2296;2296;961;984
2770;2042;2042;3686;2949
2771;9675;9675;2570;174
2772;1389;1389;2550;2736
2773;2110;2110;3250;1928
2774;610;610;4484;2267
2775;2328;2328;3004;2590
2776;905;905;4577;1681
2777;3065;3065;3878;229
2778;2282;2282;349;1269
2779;3336;3336;2294;2101
2780;3654;3654;1613;2084
2781;84;84;3452;2090
2782;286;286;4328;439
2783;9434;9434;2680;352
2784;2796;2796;2393;1918
2785;2445;2445;303;866
2786;5148;5148;2165;3
2787;1048;1048;814;838
2788;4519;4519;4523;959
2789;138;138;3981;647
2790;850;850;4976;2430
2791;2107;2107;3828;1885
2792;1640;1640;649;823
2793;2804;2804;2681;2062
2794;1938;1938;1021;1191
2795;3337;3337;1100;2773
2796;2306;2306;1382;201
2797;3944;3944;3031;2038
2798;2941;2941;234;NULL
2799;9728;9728;4149;2680
2800;2007;2007;982;1735
2801;4452;4452;3625;1900
2802;2104;2104;1565;2830
2803;2407;2407;1091;1872
2804;2605;2605;3227;850
2805;1671;1671;1304;1571
2806;4490;4490;61;1590
2807;1503;1503;3041;129
2808;1902;1902;4953;750
2809;1670;1670;1230;1110
2810;2402;2402;2052;559
2811;1145;1145;3664;149
2812;3098;3098;4766;2747
2813;1611;1611;4666;126
2814;3079;3079;1766;1230
2815;521;521;2674;2702
2816;1255;1255;4173;2468
2817;2411;2411;4896;2029
2818;2497;2497;3569;1057
2819;1144;1144;4816;1879
2820;2547;2547;3030;1392
2821;5243;5243;1281;833
2822;3984;3984;2547;2686
2823;1880;1880;2114;2410
2824;1334;1334;985;2392
2825;3143;3143;4859;1554
2826;3269;3269;1921;1064
2827;2608;2608;4869;2351
2828;2917;2917;2228;674
2829;2412;2412;3383;737
2830;3351;3351;1621;2495
2831;1726;1726;1546;2388
2832;2978;2978;3643;2644
2833;3671;3671;1201;549
2834;3549;3549;1312;2535
2835;2929;2929;2988;200
2836;2447;2447;1886;2254
2837;5996;5996;3237;218
2838;2405;2405;4454;2590
2839;4286;4286;1088;1781
2840;852;852;241;327
2841;2339;2339;4124;737
2842;5470;5470;862;2253
2843;3109;3109;3293;2728
2844;1187;1187;1929;400
2845;2250;2250;1312;498
2846;1831;1831;4062;2684
2847;2404;2404;983;1758
2848;3446;3446;915;2594
2849;3453;3453;3348;2360
2850;3127;3127;1927;1723
2851;2734;2734;1486;744
2852;2011;2011;4462;2144
2853;1941;1941;419;159
2854;2757;2757;1118;1287
2855;2487;2487;4702;902
2856;3185;3185;1078;2215
2857;2582;2582;4452;420
2858;1035;1035;105;2481
2859;969;969;3369;2297
2860;2312;2312;4384;507
2861;3701;3701;193;2239
2862;2244;2244;813;2456
2863;1346;1346;1569;13
2864;2418;2418;4609;1615
2865;2147;2147;505;1171
2866;2309;2309;21;506
2867;2459;2459;3565;2197
2868;2903;2903;3354;NULL
2869;2263;2263;3778;591
2870;2489;2489;787;1029
2871;527;527;936;447
2872;1756;1756;442;2250
2873;5069;5069;2480;2439
2874;4654;4654;4574;2277
2875;1680;1680;3907;1551
2876;3520;3520;418;655
2877;3481;3481;4254;1580
2878;2443;2443;184;2958
2879;3161;3161;4674;2009
2880;1169;1169;796;1894
2881;3560;3560;938;1871
2882;3000;3000;3954;2306
2883;2172;2172;3880;2758
2884;2298;2298;1455;1314
2885;3882;3882;135;2014
2886;9984;9984;2084;1751
2887;1813;1813;3224;243
2888;2158;2158;82;2484
2889;1568;1568;1611;2263
2890;3086;3086;1909;1633
2891;3181;3181;2435;985
2892;433;433;3131;1834
2893;5313;5313;1084;738
2894;2884;2884;1705;293
2895;1859;1859;48;1273
2896;2016;2016;3310;1088
2897;3168;3168;4293;1281
2898;4600;4600;3684;2240
2899;1598;1598;1423;1113
2900;2231;2231;1291;2229
2901;2433;2433;497;2992
2902;1362;1362;2630;486
2903;1818;1818;2137;1167
2904;9960;9960;2561;1564
2905;2832;2832;991;1913
2906;3325;3325;1043;2474
2907;2740;2740;1982;1305
2908;2427;2427;846;2868
2909;1706;1706;2212;1608
2910;3195;3195;4283;632
2911;2105;2105;1825;2322
2912;3267;3267;4267;2258
2913;2374;2374;432;1411
2914;4581;4581;2573;587
2915;1873;1873;3446;425
2916;2371;2371;1240;1202
2917;4060;4060;1933;2482
2918;2686;2686;114;1142
2919;802;802;4474;999
2920;2191;2191;3422;2864
2921;2363;2363;1798;927
2922;1973;1973;3482;1022
2923;3712;3712;1743;2935
2924;1456;1456;1868;1958
2925;NULL;NULL;3353;44
2926;2691;2691;2806;1613
2927;2728;2728;4359;1511
2928;2854;2854;775;2146
2929;2719;2719;4525;1003
2930;3265;3265;596;462
2931;1782;1782;1126;2374
2932;4509;4509;570;2340
2933;2664;2664;3762;NULL
2934;2540;2540;3383;1845
2935;1440;1440;298;2781
2936;2811;2811;3308;1902
2937;2270;2270;1816;1384
2938;3603;3603;1319;1138
2939;2168;2168;464;1194
2940;4352;4352;4092;2401
2941;4736;4736;102;2540
2942;4218;4218;2378;446
2943;1242;1242;2871;376
2944;2245;2245;2328;875
2945;4079;4079;84;1631
2946;3619;3619;3168;2311
2947;3499;3499;2699;1728
2948;NULL;NULL;3511;422
2949;4651;4651;3259;151
2950;2205;2205;3809;2868
2951;1085;1085;1376;71
2952;3343;3343;4179;1607
2953;2792;2792;4210;139
2954;5254;5254;3002;1240
2955;1649;1649;4494;NULL
2956;656;656;2016;1249
2957;1420;1420;886;1301
2958;3951;3951;268;1970
2959;2675;2675;4209;552
2960;4499;4499;3186;2209
2961;1335;1335;1684;1520
2962;3119;3119;1207;300
2963;8438;8438;1321;962
2964;2654;2654;1615;2159
2965;3198;3198;3157;1865
2966;1629;1629;1255;1145
2967;4463;4463;505;1258
2968;2463;2463;2049;2982
2969;3505;3505;2275;413
2970;618;618;137;1630
2971;2688;2688;4425;1686
2972;1188;1188;614;2041
2973;1401;1401;4650;63
2974;297;297;382;1288
2975;861;861;3320;1741
2976;2709;2709;4420;1460
2977;3849;3849;611;2418
2978;2492;2492;4415;551
2979;2679;2679;1784;146
2980;2808;2808;184;1304
2981;2921;2921;106;2647
2982;4394;4394;847;1316
2983;2561;2561;2516;1190
2984;2070;2070;716;1360
2985;3271;3271;4220;2279
2986;1733;1733;1947;931
2987;2403;2403;1360;NULL
2988;1667;1667;759;1856
2989;3012;3012;3890;2235
2990;3041;3041;3283;1100
2991;3171;3171;2421;596
2992;3104;3104;1547;1480
2993;1787;1787;2110;2932
2994;1354;1354;2278;832
2995;3694;3694;2407;1929
2996;2305;2305;3896;2675
2997;3468;3468;1056;2101
2998;2858;2858;1255;1578
2999;4939;4939;4172;1288
3000;1439;1439;3830;1511
3001;9641;9641;2662;2730
3002;4012;4012;649;373
3003;3697;3697;1236;2329
3004;7591;7591;3122;1315
3005;2123;2123;4385;1793
3006;2703;2703;762;1466
3007;2791;2791;4529;826
3008;2628;2628;3828;7
3009;4726;4726;4683;318
3010;3935;3935;73;1399
3011;2828;2828;1404;2781
3012;2325;2325;1472;1831
3013;2773;2773;3485;749
3014;4067;4067;4024;1823
3015;2098;2098;NULL;2248
3016;5606;5606;3079;2563
3017;2207;2207;837;203
3018;154;154;3691;2110
3019;2868;2868;604;2602
3020;2465;2465;2396;2881
3021;3233;3233;1209;933
3022;3345;3345;4896;2290
3023;2480;2480;4746;2023
3024;2228;2228;3159;1882
3025;2247;2247;3992;2818
3026;4199;4199;2716;150
3027;2491;2491;2877;1754
3028;3183;3183;3504;1209
3029;512;512;2372;1135
3030;3317;3317;2975;1614
3031;3055;3055;4425;2640
3032;2275;2275;3364;2882
3033;2483;2483;4357;1130
3034;2731;2731;243;2041
3035;95;95;2954;416
3036;2847;2847;2523;NULL
3037;1980;1980;4458;931
3038;1424;1424;4612;317
3039;2057;2057;4395;1
3040;3445;3445;1332;2398
3041;2056;2056;3458;2895
3042;2637;2637;2419;1452
3043;2974;2974;2532;924
3044;2550;2550;1077;1538
3045;1517;1517;3817;836
3046;3684;3684;1878;1319
3047;2535;2535;949;1765
3048;2638;2638;3062;730
3049;6417;6417;3087;1108
3050;3178;3178;4199;1584
3051;3411;3411;1570;2367
3052;2840;2840;204;2471
3053;1338;1338;452;2992
3054;4323;4323;3859;1976
3055;2668;2668;2962;1408
3056;2304;2304;3935;577
3057;2235;2235;2916;440
3058;2912;2912;2491;1350
3059;2697;2697;2245;447
3060;9899;9899;405;1498
3061;304;304;1507;1642
3062;570;570;2258;2712
3063;777;777;2157;2618
3064;2823;2823;853;1873
3065;3342;3342;257;1705
3066;2971;2971;1709;1759
3067;2895;2895;2048;2899
3068;3037;3037;1228;701
3069;3390;3390;531;1709
3070;3240;3240;1500;1407
3071;3713;3713;3622;1317
3072;2790;2790;1226;2245
3073;3467;3467;4296;202
3074;3969;3969;4272;2712
3075;2050;2050;3939;2708
3076;2777;2777;3790;1428
3077;3586;3586;2363;9
3078;2970;2970;3669;751
3079;2302;2302;4343;1187
3080;615;615;2113;562
3081;4183;4183;1766;1052
3082;3176;3176;4816;2421
3083;3084;3084;417;645
3084;4170;4170;3173;2625
3085;3495;3495;1404;1768
3086;7302;7302;4220;2143
3087;2906;2906;2911;2649
3088;2626;2626;497;906
3089;514;514;2281;2723
3090;2103;2103;4020;1463
3091;620;620;4607;2976
3092;2068;2068;1966;2582
3093;2980;2980;2367;2871
3094;2681;2681;3990;1504
3095;3934;3934;4826;756
3096;3140;3140;1200;182
3097;2116;2116;262;1835
3098;897;897;1678;2052
3099;2525;2525;819;2833
3100;6231;6231;2107;2077
3101;4247;4247;4831;1421
3102;3209;3209;4722;1063
3103;6090;6090;2531;2021
3104;3739;3739;1586;2702
3105;1469;1469;577;267
3106;NULL;NULL;344;121
3107;2538;2538;908;2269
3108;951;951;1181;279
3109;5474;5474;4921;2269
3110;2291;2291;4173;2980
3111;2755;2755;1571;568
3112;1676;1676;4248;2689
3113;2294;2294;3149;162
3114;3705;3705;131;2885
3115;1277;1277;3639;445
3116;424;424;1692;2221
3117;3784;3784;1841;2067
3118;1238;1238;3984;2993
3119;3476;3476;4449;104
3120;4226;4226;1038;2562
3121;1723;1723;3799;2110
3122;4300;4300;1551;1993
3123;3695;3695;3948;979
3124;2825;2825;1512;246
3125;3752;3752;1894;1431
3126;1356;1356;1655;1735
3127;3604;3604;3859;2375
3128;2595;2595;306;1698
3129;631;631;4446;1956
3130;1725;1725;2739;2525
3131;3045;3045;3528;2593
3132;1970;1970;684;958
3133;3770;3770;2849;918
3134;2893;2893;2235;2110
3135;5010;5010;2283;2142
3136;5383;5383;2045;2990
3137;1689;1689;2284;399
3138;6066;6066;3831;944
3139;3473;3473;2595;2357
3140;2696;2696;1060;1647
3141;1139;1139;3311;2875
3142;9815;9815;1729;2370
3143;1200;1200;576;1638
3144;3794;3794;3109;2743
3145;1308;1308;2448;894
3146;2676;2676;358;286
3147;2682;2682;3818;2419
3148;4434;4434;2235;2986
3149;2157;2157;350;1059
3150;2350;2350;NULL;1535
3151;3025;3025;3134;1116
3152;2500;2500;4359;1843
3153;NULL;NULL;1278;1947
3154;2683;2683;2230;271
3155;4030;4030;4782;2968
3156;2143;2143;3309;2429
3157;3508;3508;3280;84
3158;4165;4165;774;1774
3159;5173;5173;1019;1271
3160;3750;3750;4693;1532
3161;3400;3400;3922;747
3162;2949;2949;1485;570
3163;2382;2382;602;1324
3164;2926;2926;NULL;2744
3165;4921;4921;1735;387
3166;2908;2908;2182;2611
3167;4164;4164;644;1771
3168;2869;2869;886;1052
3169;2851;2851;1399;743
3170;1042;1042;913;455
3171;2578;2578;2848;1821
3172;2617;2617;1593;1123
3173;2843;2843;4408;635
3174;9694;9694;3011;1458
3175;2983;2983;1388;2688
3176;2324;2324;3389;2741
3177;2923;2923;2727;354
3178;2596;2596;2069;1236
3179;3156;3156;974;2353
3180;39;39;838;1144
3181;1931;1931;4064;2317
3182;3427;3427;1535;2389
3183;3657;3657;2837;639
3184;2930;2930;1624;420
3185;2658;2658;4957;1409
3186;2519;2519;1312;750
3187;2506;2506;3380;2011
3188;427;427;2249;647
3189;2297;2297;3455;2143
3190;3581;3581;3067;2713
3191;4378;4378;3927;2905
3192;3038;3038;4004;1626
3193;3737;3737;1271;2673
3194;1031;1031;1265;825
3195;2909;2909;4138;899
3196;1897;1897;3674;2304
3197;2334;2334;4575;1045
3198;1776;1776;2709;1894
3199;2620;2620;4995;2356
3200;1044;1044;3395;1284
3201;3542;3542;2464;1516
3202;1526;1526;1561;1366
3203;3047;3047;3960;2243
3204;4353;4353;2905;603
3205;1427;1427;4388;2714
3206;2430;2430;3757;2994
3207;NULL;NULL;3726;1207
3208;2219;2219;1348;489
3209;2293;2293;4890;584
3210;3076;3076;NULL;226
3211;2670;2670;3841;2074
3212;4648;4648;2054;1848
3213;4345;4345;1239;2422
3214;9546;9546;2305;NULL
3215;2822;2822;4936;126
3216;2084;2084;1955;2216
3217;5649;5649;3157;1359
3218;3698;3698;1084;2931
3219;4005;4005;4862;903
3220;4151;4151;645;1334
3221;4992;4992;423;2638
3222;2899;2899;3803;599
3223;3192;3192;3395;1123
3224;3433;3433;2432;1910
3225;2849;2849;3332;1030
3226;1766;1766;1987;551
3227;NULL;NULL;3845;195
3228;4611;4611;322;1450
3229;2735;2735;3142;2811
3230;1975;1975;3873;559
3231;4026;4026;2715;383
3232;2565;2565;3814;1695
3233;1444;1444;18;1460
3234;3071;3071;2075;1881
3235;2838;2838;2579;1068
3236;3005;3005;3374;2628
3237;4487;4487;2502;950
3238;5577;5577;2576;145
3239;1750;1750;4933;36
3240;1904;1904;2237;706
3241;2020;2020;1199;1416
3242;2436;2436;2586;2543
3243;3189;3189;2031;1522
3244;2461;2461;2360;63
3245;4252;4252;4614;1916
3246;2279;2279;1013;639
3247;2905;2905;2688;1057
3248;4043;4043;1698;2204
3249;2341;2341;1336;2546
3250;1109;1109;4311;1609
3251;1784;1784;980;2540
3252;26;26;2589;2374
3253;4521;4521;4714;141
3254;4792;4792;2063;559
3255;3563;3563;4572;2718
3256;5186;5186;4593;684
3257;2864;2864;4070;393
3258;5457;5457;4130;2457
3259;2857;2857;627;1212
3260;2944;2944;917;52
3261;3438;3438;542;2519
3262;388;388;3435;1543
3263;4246;4246;584;1397
3264;2111;2111;2476;2931
3265;1443;1443;2174;200
3266;2883;2883;27;1532
3267;3075;3075;2036;613
3268;2362;2362;4164;NULL
3269;2764;2764;4726;2967
3270;4893;4893;1561;1353
3271;868;868;4453;499
3272;9743;9743;581;1265
3273;2855;2855;1152;1213
3274;3054;3054;2625;2895
3275;2647;2647;4446;196
3276;2155;2155;2837;2919
3277;1239;1239;1771;94
3278;2833;2833;1035;2078
3279;7677;7677;2818;1060
3280;3170;3170;2319;NULL
3281;2942;2942;4300;2994
3282;2477;2477;2146;391
3283;474;474;3987;2495
3284;2879;2879;3831;992
3285;2694;2694;2892;1904
3286;3232;3232;126;1201
3287;2277;2277;4100;NULL
3288;2932;2932;2955;1019
3289;1934;1934;2504;1010
3290;6431;6431;2987;1553
3291;2096;2096;4305;901
3292;4038;4038;3372;2163
3293;3398;3398;1949;383
3294;3112;3112;4016;2235
3295;2552;2552;1694;1493
3296;2473;2473;2765;1934
3297;1828;1828;2001;2985
3298;NULL;NULL;4556;NULL
3299;3767;3767;185;1188
3300;3016;3016;4587;2873
3301;1877;1877;3977;1146
3302;2152;2152;3524;1592
3303;2010;2010;1973;2863
3304;2969;2969;4775;384
3305;3561;3561;4858;25
3306;370;370;399;1090
3307;37;37;1437;850
3308;7229;7229;2089;2047
3309;4476;4476;2618;343
3310;4493;4493;1734;1326
3311;3516;3516;2821;2479
3312;2518;2518;3034;2945
3313;3822;3822;1312;641
3314;81;81;3308;2624
3315;3294;3294;1618;1607
3316;2444;2444;3397;2333
3317;3396;3396;4449;2464
3318;1894;1894;NULL;821
3319;3379;3379;1753;558
3320;8109;8109;4584;1526
3321;4249;4249;2048;2640
3322;4350;4350;928;195
3323;4195;4195;4082;1911
3324;1216;1216;1660;2190
3325;4009;4009;1739;2979
3326;3960;3960;2256;2713
3327;2927;2927;1080;803
3328;2183;2183;3633;969
3329;1580;1580;2136;1264
3330;247;247;930;2773
3331;3092;3092;1681;2280
3332;3024;3024;835;2910
3333;4065;4065;2216;2009
3334;3256;3256;849;46
3335;4125;4125;3232;1949
3336;1889;1889;3343;485
3337;3172;3172;776;1197
3338;2470;2470;173;2610
3339;2118;2118;4212;365
3340;3137;3137;3974;1404
3341;3028;3028;2493;141
3342;3450;3450;3689;2857
3343;3163;3163;2011;857
3344;3568;3568;337;2693
3345;5462;5462;769;1531
3346;3199;3199;165;1609
3347;8202;8202;1270;259
3348;455;455;2060;2540
3349;396;396;3641;1777
3350;3409;3409;2398;2902
3351;1881;1881;3297;2030
3352;2655;2655;3317;1112
3353;2765;2765;248;2427
3354;1994;1994;4972;2663
3355;3533;3533;3137;232
3356;2200;2200;3658;950
3357;4158;4158;4896;2681
3358;2614;2614;1864;673
3359;2187;2187;234;406
3360;1655;1655;2518;313
3361;2422;2422;3777;286
3362;2692;2692;1767;2881
3363;2991;2991;4301;783
3364;3094;3094;1158;571
3365;2667;2667;936;2047
3366;2258;2258;899;2569
3367;3032;3032;605;936
3368;3856;3856;2185;595
3369;3585;3585;3081;675
3370;2026;2026;4966;1121
3371;1288;1288;841;1136
3372;2203;2203;3224;2855
3373;3579;3579;236;455
3374;2280;2280;2780;2154
3375;3667;3667;2090;1385
3376;1392;1392;3360;2783
3377;4605;4605;3918;2338
3378;1170;1170;3745;2219
3379;3356;3356;890;659
3380;471;471;1573;1370
3381;8092;8092;986;2453
3382;4477;4477;4021;1264
3383;3013;3013;4992;2193
3384;3275;3275;4739;1363
3385;3144;3144;2633;742
3386;2490;2490;3364;1167
3387;9839;9839;587;483
3388;NULL;NULL;2244;2346
3389;5157;5157;2712;2814
3390;2642;2642;4574;998
3391;2120;2120;3448;805
3392;5487;5487;3912;524
3393;3044;3044;4939;2203
3394;2379;2379;1693;52
3395;1757;1757;196;1118
3396;1879;1879;726;260
3397;3059;3059;4388;2074
3398;792;792;852;286
3399;4592;4592;4401;646
3400;1847;1847;4871;1962
3401;3152;3152;4561;672
3402;5194;5194;4086;2665
3403;2414;2414;3980;1865
3404;9885;9885;3676;655
3405;7595;7595;1556;1765
3406;3135;3135;73;2176
3407;714;714;3080;657
3408;6051;6051;2468;273
3409;2499;2499;2882;1277
3410;4245;4245;4778;450
3411;1972;1972;4741;1613
3412;125;125;1150;462
3413;2954;2954;973;13
3414;2458;2458;3662;2036
3415;NULL;NULL;1532;860
3416;2315;2315;4757;2023
3417;4189;4189;1775;688
3418;4411;4411;4563;2420
3419;4348;4348;3526;2830
3420;3714;3714;2573;880
3421;1018;1018;312;2086
3422;2420;2420;3361;1590
3423;3478;3478;4473;781
3424;3030;3030;3507;2677
3425;2817;2817;1518;316
3426;5103;5103;1930;612
3427;2332;2332;3285;651
3428;4787;4787;3544;403
3429;2866;2866;2584;1036
3430;3405;3405;1363;1124
3431;2536;2536;3972;709
3432;2741;2741;3065;2052
3433;3488;3488;4344;1573
3434;2918;2918;1020;1697
3435;5766;5766;2012;698
3436;1956;1956;1900;2789
3437;2195;2195;41;2399
3438;2369;2369;1316;1538
3439;4429;4429;3183;2598
3440;766;766;2560;1566
3441;3785;3785;283;509
3442;3967;3967;3119;210
3443;3513;3513;4363;1069
3444;3277;3277;2934;2364
3445;2085;2085;4833;2386
3446;1413;1413;2297;343
3447;3722;3722;2939;510
3448;1361;1361;1277;166
3449;3597;3597;160;2193
3450;834;834;439;2095
3451;748;748;3951;2573
3452;2532;2532;4826;2654
3453;2227;2227;2327;456
3454;4358;4358;1827;2766
3455;2493;2493;4558;2877
3456;3702;3702;1200;2082
3457;2848;2848;4613;1883
3458;591;591;472;2188
3459;2672;2672;2157;339
3460;1491;1491;4627;1153
3461;3715;3715;1788;1525
3462;1745;1745;4537;254
3463;3058;3058;4885;2237
3464;4206;4206;1518;153
3465;2530;2530;806;2741
3466;7527;7527;1676;2561
3467;2073;2073;1806;1890
3468;1054;1054;4953;1317
3469;4864;4864;1649;1338
3470;1574;1574;4633;1071
3471;2768;2768;4716;2624
3472;2877;2877;459;2150
3473;3070;3070;1379;2823
3474;5435;5435;965;1264
3475;2814;2814;2289;370
3476;1962;1962;2194;1875
3477;2845;2845;3999;521
3478;921;921;1539;1418
3479;2850;2850;3675;291
3480;2976;2976;4222;2974
3481;3947;3947;3991;102
3482;3332;3332;2007;484
3483;3264;3264;3383;1211
3484;2380;2380;2144;1941
3485;2802;2802;2413;1552
3486;3169;3169;4147;1055
3487;4083;4083;738;1595
3488;3791;3791;2517;1807
3489;3007;3007;1462;1820
3490;2549;2549;812;1616
3491;2945;2945;2288;NULL
3492;3261;3261;4569;905
3493;78;78;4159;211
3494;3220;3220;3557;NULL
3495;3904;3904;771;1198
3496;2450;2450;746;1444
3497;3187;3187;3234;40
3498;4082;4082;2844;255
3499;1142;1142;2128;973
3500;3716;3716;3157;916
3501;3114;3114;490;2623
3502;2355;2355;2986;2825
3503;4003;4003;4629;1453
3504;4325;4325;528;2193
3505;2204;2204;724;1829
3506;2707;2707;3491;1121
3507;4222;4222;3446;2472
3508;3372;3372;1361;422
3509;2479;2479;4538;2831
3510;4025;4025;2364;2193
3511;3938;3938;2201;2396
3512;3828;3828;3074;NULL
3513;2335;2335;1797;1001
3514;9575;9575;2936;1560
3515;611;611;635;464
3516;2632;2632;4781;1897
3517;2724;2724;1154;366
3518;3892;3892;2741;1051
3519;3110;3110;4106;1041
3520;2126;2126;1660;2044
3521;4740;4740;937;296
3522;2269;2269;4290;1601
3523;1224;1224;3491;1686
3524;3368;3368;837;966
3525;1582;1582;2345;83
3526;1159;1159;146;2497
3527;1117;1117;1301;2722
3528;3426;3426;2823;166
3529;5266;5266;193;2413
3530;3837;3837;1543;952
3531;5306;5306;3960;1378
3532;4057;4057;1154;1223
