pod_id;pod_po_id;pod_it_id;pod_qtity;pod_remainingqtity
2378;1863;1863;765;1825
2379;2062;2062;1818;148
2380;2043;2043;3814;615
2381;1403;1403;235;2011
2382;2408;2408;1646;1892
2383;1875;1875;2429;617
2384;1379;1379;1772;1289
2385;9605;9605;1647;991
2386;2671;2671;859;697
2387;1773;1773;218;697
2388;242;242;1330;1870
2389;2662;2662;2434;1058
2390;867;867;950;612
2391;1030;1030;2357;1167
2392;416;416;1091;1478
2393;392;392;3835;1329
2394;2669;2669;2073;1582
2395;1103;1103;4697;224
2396;3571;3571;3578;1413
2397;2138;2138;229;494
2398;1375;1375;2115;2319
2399;1948;1948;2262;2270
2400;1939;1939;2516;2020
2401;1197;1197;3070;168
2402;1999;1999;4795;1800
2403;737;737;2059;2102
2404;2178;2178;4044;302
2405;1865;1865;71;2185
2406;2053;2053;671;380
2407;2221;2221;2898;890
2408;250;250;1864;1377
2409;9704;9704;775;459
2410;5299;5299;3346;314
2411;4033;4033;498;484
2412;2701;2701;1242;954
2413;4931;4931;3092;365
2414;2006;2006;1782;1375
2415;NULL;NULL;4791;942
2416;1003;1003;1253;1678
2417;1697;1697;2434;1404
2418;2212;2212;1620;2335
2419;4537;4537;3211;867
2420;1546;1546;4998;678
2421;9726;9726;1244;541
2422;2888;2888;1249;650
2423;630;630;1709;1569
2424;2815;2815;547;1137
2425;1165;1165;4222;2005
2426;9780;9780;2381;2016
2427;3074;3074;3939;97
2428;2051;2051;1342;944
2429;817;817;4368;98
2430;4711;4711;3294;1928
2431;3121;3121;2746;2466
2432;2014;2014;2453;1081
2433;1550;1550;3504;2055
2434;2106;2106;4302;629
2435;4693;4693;743;447
2436;1832;1832;441;210
2437;1314;1314;4588;2291
2438;772;772;3386;315
2439;2501;2501;1700;1605
2440;1996;1996;975;611
2441;1967;1967;2962;2307
2442;1637;1637;3355;1820
2443;3124;3124;555;1410
2444;2088;2088;4089;NULL
2445;1620;1620;451;744
2446;2472;2472;1114;127
2447;3395;3395;3000;213
2448;2354;2354;2053;1113
2449;1732;1732;2283;2455
2450;6099;6099;3443;639
2451;9983;9983;1143;1046
2452;506;506;3610;9
2453;3196;3196;NULL;660
2454;2159;2159;3904;1452
2455;2721;2721;2264;1591
2456;2972;2972;1272;1479
2457;1995;1995;1820;2018
2458;3329;3329;3085;231
2459;3222;3222;1511;965
2460;1992;1992;4822;798
2461;2109;2109;2691;169
2462;2225;2225;1733;282
2463;2039;2039;1555;2447
2464;3880;3880;2497;1278
2465;2090;2090;2482;1032
2466;1112;1112;600;348
2467;3442;3442;3046;1903
2468;4362;4362;2739;1399
2469;4805;4805;3790;2236
2470;2230;2230;1038;928
2471;2001;2001;4349;731
2472;3407;3407;1666;1888
2473;1969;1969;4049;1089
2474;967;967;4920;730
2475;2060;2060;2236;256
2476;4098;4098;2035;872
2477;2117;2117;2890;1221
2478;6480;6480;694;1740
2479;4416;4416;2621;825
2480;2132;2132;95;1009
2481;1483;1483;3108;1792
2482;1473;1473;4382;902
2483;2508;2508;1886;143
2484;1019;1019;4059;304
2485;2649;2649;924;1553
2486;2778;2778;2150;1918
2487;2272;2272;4136;1806
2488;2524;2524;3549;2130
2489;3248;3248;1239;463
2490;1899;1899;3030;1651
2491;2075;2075;3923;929
2492;1262;1262;2357;2480
2493;1678;1678;3076;1325
2494;1122;1122;3564;2017
2495;9526;9526;4010;1435
2496;2599;2599;4243;328
2497;2810;2810;1406;2361
2498;1940;1940;858;541
2499;3131;3131;3073;378
2500;3003;3003;3488;395
2501;1806;1806;NULL;725
2502;2589;2589;2406;1314
2503;3184;3184;3375;1377
2504;2274;2274;4210;1527
2505;36;36;1014;2409
2506;3630;3630;2934;1659
2507;1968;1968;1777;1421
2508;1853;1853;2095;2431
2509;903;903;3690;1196
2510;1585;1585;1668;719
2511;NULL;NULL;229;257
2512;821;821;3383;278
2513;7;7;1126;1906
2514;2537;2537;463;2457
2515;4816;4816;1416;1507
2516;3573;3573;1714;1767
2517;3301;3301;3310;139
2518;1866;1866;4847;2142
2519;2192;2192;2496;2226
2520;3303;3303;NULL;1614
2521;3766;3766;1572;1043
2522;1658;1658;332;2274
2523;1699;1699;1464;935
2524;2454;2454;4498;584
2525;2395;2395;1499;2499
2526;2248;2248;760;751
2527;626;626;2116;563
2528;2863;2863;1991;1572
2529;2082;2082;3590;1795
2530;2747;2747;484;2428
2531;873;873;910;1012
2532;3179;3179;2994;679
2533;4179;4179;628;1362
2534;2746;2746;2032;429
2535;2985;2985;2621;284
2536;2996;2996;4134;477
2537;1761;1761;2690;2025
2538;2645;2645;4733;1117
2539;2386;2386;171;396
2540;3981;3981;872;2394
2541;1182;1182;1125;497
2542;9627;9627;4148;1876
2543;2695;2695;54;933
2544;1059;1059;446;2245
2545;92;92;1881;1393
2546;1514;1514;1010;651
2547;1916;1916;4648;574
2548;1652;1652;2797;1368
2549;3526;3526;1893;510
2550;1829;1829;1660;2169
2551;2015;2015;1850;189
2552;6776;6776;700;218
2553;1650;1650;4396;816
2554;1417;1417;3911;1264
2555;1290;1290;4286;1853
2556;1391;1391;2741;951
2557;NULL;NULL;2023;379
2558;2875;2875;2909;792
2559;3768;3768;1876;1528
2560;2794;2794;3449;1657
2561;2008;2008;3899;1095
2562;2113;2113;943;2349
2563;2475;2475;3187;635
2564;2988;2988;1610;1268
2565;2446;2446;2779;2208
2566;1683;1683;3675;2078
2567;1321;1321;4601;1416
2568;5244;5244;1351;1476
2569;1896;1896;3506;2173
2570;2753;2753;1330;1029
2571;2024;2024;3726;2242
2572;2689;2689;1981;1522
2573;1278;1278;3138;1746
2574;3155;3155;3975;2332
2575;2572;2572;1371;1116
2576;2028;2028;2425;1668
2577;2145;2145;277;1340
2578;1870;1870;1018;1191
2579;360;360;2616;1692
2580;1869;1869;489;1848
2581;1430;1430;1113;177
2582;3239;3239;4319;NULL
2583;1808;1808;97;1695
2584;2361;2361;1930;1061
2585;3973;3973;3635;2127
2586;3320;3320;210;2239
2587;740;740;3598;793
2588;5683;5683;1718;2364
2589;2956;2956;2746;97
2590;1528;1528;4880;1077
2591;3470;3470;2110;1833
2592;855;855;4782;98
2593;NULL;NULL;2857;1233
2594;1544;1544;1723;2090
2595;2013;2013;1974;1239
2596;2737;2737;182;1299
2597;3681;3681;961;649
2598;2527;2527;3445;1240
2599;1162;1162;2667;2165
2600;4623;4623;3207;37
2601;1867;1867;1410;1816
2602;2211;2211;3296;1735
2603;1078;1078;4291;1598
2604;5576;5576;563;1696
2605;1496;1496;2934;1981
2606;2801;2801;4869;2427
2607;1639;1639;2562;1167
2608;2872;2872;420;973
2609;2476;2476;2539;984
2610;1820;1820;1861;148
2611;1603;1603;2464;184
2612;2071;2071;1005;2112
2613;3525;3525;292;1689
2614;2058;2058;1386;1601
2615;2092;2092;2336;2180
2616;2253;2253;4580;1479
2617;1708;1708;845;1901
2618;2340;2340;1256;1288
2619;718;718;2976;1008
2620;5785;5785;2569;1530
2621;9806;9806;76;1414
2622;1715;1715;2882;2215
2623;1479;1479;3605;1319
2624;2321;2321;3626;399
2625;628;628;4221;340
2626;3365;3365;3945;931
2627;NULL;NULL;4125;1009
2628;2993;2993;1415;1933
2629;1807;1807;2001;506
2630;1615;1615;1189;1033
2631;1613;1613;1463;467
2632;3230;3230;1833;427
2633;2831;2831;3351;1675
2634;2652;2652;4410;1153
2635;3551;3551;4079;2376
2636;2634;2634;2817;113
2637;3057;3057;27;1080
2638;2456;2456;4535;2500
2639;2036;2036;3997;1580
2640;4117;4117;3766;2201
2641;1012;1012;2648;1072
2642;3283;3283;3177;2321
2643;1817;1817;4180;1379
2644;2887;2887;885;2449
2645;4258;4258;2416;893
2646;1710;1710;1104;2222
2647;2498;2498;4489;910
2648;5538;5538;1470;2132
2649;1218;1218;4388;2411
2650;3953;3953;2394;2260
2651;1759;1759;4337;1898
2652;40;40;4705;1861
2653;2170;2170;468;231
2654;1959;1959;97;635
2655;2184;2184;3130;1124
2656;280;280;3529;2101
2657;2874;2874;4692;415
2658;1520;1520;665;1199
2659;2457;2457;1343;1355
2660;1795;1795;3990;1050
2661;2821;2821;744;1417
2662;1852;1852;1147;1735
2663;2924;2924;3420;466
2664;3360;3360;1350;2452
2665;2181;2181;397;2182
2666;NULL;NULL;630;2257
2667;3123;3123;2654;436
2668;3675;3675;882;535
2669;4769;4769;2308;1725
2670;2285;2285;4519;2066
2671;1798;1798;4552;399
2672;2319;2319;1310;1901
2673;1252;1252;2260;2208
2674;165;165;4211;1308
2675;2021;2021;4921;457
2676;2526;2526;1899;1593
2677;957;957;3703;836
2678;1378;1378;2719;1370
2679;2080;2080;1209;2006
2680;1622;1622;3116;618
2681;3460;3460;4456;21
2682;3623;3623;2654;1378
2683;2639;2639;NULL;2023
2684;1928;1928;2027;746
2685;1529;1529;4607;1635
2686;2460;2460;1852;1106
2687;80;80;1759;195
2688;982;982;1364;1040
2689;2957;2957;3253;29
2690;1974;1974;1280;275
2691;1933;1933;550;2198
2692;2208;2208;3126;2382
2693;5273;5273;4363;1144
2694;1535;1535;3192;530
2695;2569;2569;7;783
2696;2074;2074;3021;1838
2697;4172;4172;1500;1854
2698;3387;3387;4758;1427
2699;640;640;2830;267
2700;1727;1727;488;1136
2701;1799;1799;1785;1785
2702;1834;1834;3451;374
2703;2496;2496;3607;406
2704;2486;2486;4163;344
2705;869;869;4869;1861
2706;1166;1166;2843;2498
2707;1606;1606;3027;2153
2708;2901;2901;2445;1424
2709;2563;2563;1258;177
2710;2065;2065;176;2031
2711;3298;3298;1230;1264
2712;2323;2323;4826;1546
2713;1599;1599;1972;1693
2714;4877;4877;4456;737
2715;2330;2330;3227;1028
2716;1177;1177;4534;38
2717;2242;2242;3091;2213
2718;2739;2739;4121;2221
2719;1661;1661;3814;816
2720;2286;2286;4498;1075
2721;1245;1245;3639;2061
2722;1093;1093;4267;1897
2723;2177;2177;4401;506
2724;2261;2261;4603;1450
2725;2220;2220;1757;2369
2726;9531;9531;1393;518
2727;3285;3285;189;757
2728;2485;2485;3119;1678
2729;837;837;2253;524
2730;2142;2142;1189;1120
2731;2571;2571;3421;2239
2732;2665;2665;2142;1909
2733;2738;2738;873;1102
2734;2081;2081;2231;870
2735;3020;3020;4424;1333
2736;5387;5387;4666;2147
2737;1396;1396;849;972
2738;1237;1237;NULL;1678
2739;NULL;NULL;3492;1386
2740;1729;1729;2158;1638
2741;2163;2163;1764;1454
2742;1966;1966;3826;1272
2743;118;118;4314;862
2744;1319;1319;105;498
2745;3148;3148;3076;1511
2746;1395;1395;49;652
2747;1937;1937;724;688
2748;2564;2564;1153;407
2749;2265;2265;4907;2002
2750;3545;3545;4965;744
2751;437;437;473;2125
2752;1253;1253;4930;2134
2753;7021;7021;2380;611
2754;2651;2651;944;1693
2755;2254;2254;3332;1575
2756;7548;7548;1850;2389
2757;2061;2061;2519;2369
2758;6246;6246;4050;1457
2759;2217;2217;4004;476
2760;6284;6284;2405;1343
2761;881;881;3476;1740
2762;2998;2998;2654;475
2763;1753;1753;4908;899
2764;2673;2673;192;1557
2765;2922;2922;69;2292
2766;2521;2521;1756;1856
2767;NULL;NULL;4088;443
2768;3374;3374;3953;822
2769;2296;2296;4741;1904
2770;2042;2042;32;1382
2771;9675;9675;3562;1567
2772;1389;1389;3685;534
2773;2110;2110;4600;834
2774;610;610;1962;1679
2775;2328;2328;2049;2122
2776;905;905;672;789
2777;3065;3065;4325;1034
2778;2282;2282;4161;7
2779;3336;3336;1325;2439
2780;3654;3654;4553;1716
2781;84;84;1032;2330
2782;286;286;240;349
2783;9434;9434;282;2177
2784;2796;2796;3155;2280
2785;2445;2445;1779;1495
2786;5148;5148;1259;105
2787;1048;1048;1040;1298
2788;4519;4519;1198;1910
2789;138;138;2541;1796
2790;850;850;381;1445
2791;2107;2107;1905;2279
2792;1640;1640;616;2016
2793;2804;2804;1845;1202
2794;1938;1938;1086;43
2795;3337;3337;3683;2398
2796;2306;2306;4111;979
2797;3944;3944;3918;372
2798;2941;2941;4122;1805
2799;9728;9728;36;707
2800;2007;2007;1319;2156
2801;4452;4452;961;208
2802;2104;2104;1772;2367
2803;2407;2407;1412;1004
2804;2605;2605;4875;620
2805;1671;1671;1402;1678
2806;4490;4490;1788;1591
2807;1503;1503;330;1300
2808;1902;1902;418;1432
2809;1670;1670;3895;2072
2810;2402;2402;2660;785
2811;1145;1145;2525;1355
2812;3098;3098;3359;2362
2813;1611;1611;2725;1518
2814;3079;3079;4452;1260
2815;521;521;1372;1514
2816;1255;1255;3236;1391
2817;2411;2411;2371;NULL
2818;2497;2497;1753;798
2819;1144;1144;3413;1120
2820;2547;2547;3810;61
2821;5243;5243;716;2187
2822;3984;3984;2890;558
2823;1880;1880;1411;1034
2824;1334;1334;4360;1527
2825;3143;3143;3127;458
2826;3269;3269;NULL;1603
2827;2608;2608;2946;2052
2828;2917;2917;1840;1833
2829;2412;2412;3513;791
2830;3351;3351;3279;1781
2831;1726;1726;2939;1143
2832;2978;2978;1754;416
2833;3671;3671;203;1730
2834;3549;3549;4124;1801
2835;2929;2929;5;283
2836;2447;2447;3591;1507
2837;5996;5996;4261;2463
2838;2405;2405;3828;1846
2839;4286;4286;408;1557
2840;852;852;1752;602
2841;2339;2339;4991;2405
2842;5470;5470;928;1306
2843;3109;3109;621;2366
2844;1187;1187;2304;2339
2845;2250;2250;4882;1010
2846;1831;1831;2856;90
2847;2404;2404;3546;2417
2848;3446;3446;2891;497
2849;3453;3453;2393;2442
2850;3127;3127;4714;1029
2851;2734;2734;446;1007
2852;2011;2011;1739;180
2853;1941;1941;2164;1753
2854;2757;2757;NULL;1743
2855;2487;2487;708;1020
2856;3185;3185;1227;1597
2857;2582;2582;603;1675
2858;1035;1035;3072;840
2859;969;969;360;545
2860;2312;2312;2052;1517
2861;3701;3701;1747;2126
2862;2244;2244;3456;2259
2863;1346;1346;4949;508
2864;2418;2418;1818;2152
2865;2147;2147;2140;928
2866;2309;2309;955;369
2867;2459;2459;905;2125
2868;2903;2903;2322;561
2869;2263;2263;4235;1235
2870;2489;2489;2720;2253
2871;527;527;860;1551
2872;1756;1756;2112;2045
2873;5069;5069;4408;1742
2874;4654;4654;1963;517
2875;1680;1680;0;157
2876;3520;3520;3423;881
2877;3481;3481;2881;693
2878;2443;2443;95;1195
2879;3161;3161;585;516
2880;1169;1169;1530;368
2881;3560;3560;1503;1686
2882;3000;3000;4582;1555
2883;2172;2172;54;1891
2884;2298;2298;4447;2262
2885;3882;3882;3799;774
2886;9984;9984;2832;962
2887;1813;1813;1200;1163
2888;2158;2158;4590;2487
2889;1568;1568;4495;780
2890;3086;3086;2897;1186
2891;3181;3181;4402;2333
2892;433;433;518;1623
2893;5313;5313;3900;1301
2894;2884;2884;1775;39
2895;1859;1859;3661;977
2896;2016;2016;3296;145
2897;3168;3168;42;797
2898;4600;4600;4111;214
2899;1598;1598;3482;1410
2900;2231;2231;1348;641
2901;2433;2433;3976;465
2902;1362;1362;534;1856
2903;1818;1818;4312;1763
2904;9960;9960;171;188
2905;2832;2832;1532;1979
2906;3325;3325;2601;1462
2907;2740;2740;1039;938
2908;2427;2427;4777;1236
2909;1706;1706;2164;1586
2910;3195;3195;2286;139
2911;2105;2105;3346;904
2912;3267;3267;507;479
2913;2374;2374;2486;323
2914;4581;4581;NULL;176
2915;1873;1873;3831;2331
2916;2371;2371;549;570
2917;4060;4060;2166;368
2918;2686;2686;3402;746
2919;802;802;501;1377
2920;2191;2191;3019;2466
2921;2363;2363;4308;1706
2922;1973;1973;4756;2139
2923;3712;3712;1315;2281
2924;1456;1456;2827;48
2925;NULL;NULL;1338;2421
2926;2691;2691;3318;2428
2927;2728;2728;341;744
2928;2854;2854;3213;1703
2929;2719;2719;2632;2041
2930;3265;3265;3302;11
2931;1782;1782;1704;83
2932;4509;4509;3380;478
2933;2664;2664;3771;2286
2934;2540;2540;1613;2376
2935;1440;1440;4238;2404
2936;2811;2811;2554;2331
2937;2270;2270;969;2293
2938;3603;3603;269;1702
2939;2168;2168;4883;283
2940;4352;4352;2915;1812
2941;4736;4736;1197;24
2942;4218;4218;1793;2428
2943;1242;1242;1424;901
2944;2245;2245;2426;641
2945;4079;4079;2209;281
2946;3619;3619;4551;1853
2947;3499;3499;3894;1300
2948;NULL;NULL;3033;1124
2949;4651;4651;68;208
2950;2205;2205;1226;406
2951;1085;1085;1495;2278
2952;3343;3343;4895;50
2953;2792;2792;4542;1337
2954;5254;5254;1091;1444
2955;1649;1649;4175;1435
2956;656;656;1593;826
2957;1420;1420;2660;2076
2958;3951;3951;2707;1714
2959;2675;2675;2973;267
2960;4499;4499;1854;2051
2961;1335;1335;1191;717
2962;3119;3119;4389;1736
2963;8438;8438;3407;1696
2964;2654;2654;1474;1574
2965;3198;3198;459;55
2966;1629;1629;3906;425
2967;4463;4463;4576;694
2968;2463;2463;3894;447
2969;3505;3505;3249;272
2970;618;618;1276;0
2971;2688;2688;4580;778
2972;1188;1188;1896;1166
2973;1401;1401;3519;463
2974;297;297;2587;2065
2975;861;861;1822;2442
2976;2709;2709;2514;1778
2977;3849;3849;3331;1238
2978;2492;2492;3890;1639
2979;2679;2679;618;2267
2980;2808;2808;1788;568
2981;2921;2921;4424;1128
2982;4394;4394;2309;2121
2983;2561;2561;3145;1494
2984;2070;2070;1406;1634
2985;3271;3271;1807;234
2986;1733;1733;1809;33
2987;2403;2403;3839;1642
2988;1667;1667;2679;841
2989;3012;3012;2439;940
2990;3041;3041;2644;1577
2991;3171;3171;4894;254
2992;3104;3104;3263;578
2993;1787;1787;2297;1434
2994;1354;1354;3029;732
2995;3694;3694;1723;1095
2996;2305;2305;1809;788
2997;3468;3468;3387;732
2998;2858;2858;4951;1827
2999;4939;4939;1967;586
3000;1439;1439;3304;2357
3001;9641;9641;4975;1158
3002;4012;4012;0;852
3003;3697;3697;4784;851
3004;7591;7591;3792;208
3005;2123;2123;1646;2128
3006;2703;2703;4599;1111
3007;2791;2791;1376;2087
3008;2628;2628;1954;1772
3009;4726;4726;4270;1503
3010;3935;3935;1660;2157
3011;2828;2828;3262;2089
3012;2325;2325;3771;436
3013;2773;2773;2088;1947
3014;4067;4067;1185;2200
3015;2098;2098;2431;923
3016;5606;5606;3882;1097
3017;2207;2207;1244;242
3018;154;154;2001;61
3019;2868;2868;4667;1340
3020;2465;2465;3650;21
3021;3233;3233;66;1284
3022;3345;3345;1897;2353
3023;2480;2480;1455;2007
3024;2228;2228;604;1195
3025;2247;2247;1383;2246
3026;4199;4199;1317;199
3027;2491;2491;4600;2232
3028;3183;3183;489;2231
3029;512;512;863;970
3030;3317;3317;12;1653
3031;3055;3055;4128;1046
3032;2275;2275;3381;1912
3033;2483;2483;1923;1053
3034;2731;2731;2314;2411
3035;95;95;1813;1910
3036;2847;2847;4424;275
3037;1980;1980;2526;1269
3038;1424;1424;4353;1285
3039;2057;2057;4760;2006
3040;3445;3445;2208;1623
3041;2056;2056;433;446
3042;2637;2637;1884;2371
3043;2974;2974;3410;1839
3044;2550;2550;779;1283
3045;1517;1517;4383;1989
3046;3684;3684;1123;2319
3047;2535;2535;1174;1132
3048;2638;2638;1111;1735
3049;6417;6417;597;2310
3050;3178;3178;2842;2498
3051;3411;3411;565;546
3052;2840;2840;1385;670
3053;1338;1338;283;486
3054;4323;4323;3317;564
3055;2668;2668;3237;1072
3056;2304;2304;3078;1306
3057;2235;2235;3545;1345
3058;2912;2912;4179;2156
3059;2697;2697;2409;462
3060;9899;9899;329;1929
3061;304;304;5000;1380
3062;570;570;886;2357
3063;777;777;1091;801
3064;2823;2823;4257;2350
3065;3342;3342;2532;1111
3066;2971;2971;4881;177
3067;2895;2895;1848;1884
3068;3037;3037;4774;2036
3069;3390;3390;4373;289
3070;3240;3240;3008;647
3071;3713;3713;1355;2329
3072;2790;2790;1891;1457
3073;3467;3467;2241;555
3074;3969;3969;2459;2218
3075;2050;2050;3217;2076
3076;2777;2777;3182;1413
3077;3586;3586;3487;514
3078;2970;2970;675;724
3079;2302;2302;1222;1707
3080;615;615;NULL;2428
3081;4183;4183;259;1568
3082;3176;3176;143;496
3083;3084;3084;3489;2422
3084;4170;4170;4892;972
3085;3495;3495;NULL;1107
3086;7302;7302;3021;375
3087;2906;2906;4448;1425
3088;2626;2626;2742;488
3089;514;514;3098;1339
3090;2103;2103;3606;604
3091;620;620;4078;1430
3092;2068;2068;3735;1613
3093;2980;2980;878;823
3094;2681;2681;3347;77
3095;3934;3934;1943;242
3096;3140;3140;4431;590
3097;2116;2116;2208;1569
3098;897;897;4547;1989
3099;2525;2525;793;172
3100;6231;6231;4153;1812
3101;4247;4247;3247;435
3102;3209;3209;4502;1597
3103;6090;6090;4276;1446
3104;3739;3739;1400;1662
3105;1469;1469;1739;169
3106;NULL;NULL;2590;1589
3107;2538;2538;1486;115
3108;951;951;3674;769
3109;5474;5474;4145;989
3110;2291;2291;2824;2159
3111;2755;2755;100;791
3112;1676;1676;54;621
3113;2294;2294;4591;449
3114;3705;3705;2870;535
3115;1277;1277;2957;361
3116;424;424;2150;883
3117;3784;3784;185;2436
3118;1238;1238;1511;2329
3119;3476;3476;994;1243
3120;4226;4226;3070;735
3121;1723;1723;4810;1252
3122;4300;4300;4790;1395
3123;3695;3695;1782;697
3124;2825;2825;3242;2186
3125;3752;3752;696;1717
3126;1356;1356;637;715
3127;3604;3604;2130;634
3128;2595;2595;3009;477
3129;631;631;4948;1975
3130;1725;1725;2810;1485
3131;3045;3045;250;2345
3132;1970;1970;3671;1026
3133;3770;3770;2389;551
3134;2893;2893;4335;2395
3135;5010;5010;2428;1993
3136;5383;5383;1720;2471
3137;1689;1689;984;1551
3138;6066;6066;3743;759
3139;3473;3473;1750;803
3140;2696;2696;2302;2018
3141;1139;1139;1534;260
3142;9815;9815;773;655
3143;1200;1200;3598;2000
3144;3794;3794;273;1680
3145;1308;1308;3506;2314
3146;2676;2676;4023;809
3147;2682;2682;4145;1163
3148;4434;4434;3008;287
3149;2157;2157;390;2217
3150;2350;2350;4794;1860
3151;3025;3025;4245;655
3152;2500;2500;697;1740
3153;NULL;NULL;3552;746
3154;2683;2683;2723;1937
3155;4030;4030;4343;559
3156;2143;2143;3457;1540
3157;3508;3508;2720;899
3158;4165;4165;1033;1761
3159;5173;5173;703;2446
3160;3750;3750;1101;1954
3161;3400;3400;460;955
3162;2949;2949;3478;2138
3163;2382;2382;3726;1295
3164;2926;2926;1334;2004
3165;4921;4921;2574;2315
3166;2908;2908;1430;2266
3167;4164;4164;2666;70
3168;2869;2869;256;555
3169;2851;2851;441;1042
3170;1042;1042;1236;390
3171;2578;2578;1165;1833
3172;2617;2617;1443;1676
3173;2843;2843;4762;1526
3174;9694;9694;3693;1725
3175;2983;2983;1536;475
3176;2324;2324;4037;597
3177;2923;2923;1192;1896
3178;2596;2596;1508;1518
3179;3156;3156;4737;2373
3180;39;39;1673;908
3181;1931;1931;1492;2053
3182;3427;3427;4122;346
3183;3657;3657;2618;761
3184;2930;2930;154;115
3185;2658;2658;3565;830
3186;2519;2519;4554;605
3187;2506;2506;118;279
3188;427;427;4667;1114
3189;2297;2297;4992;1835
3190;3581;3581;3972;452
3191;4378;4378;4001;1571
3192;3038;3038;4952;2291
3193;3737;3737;3039;813
3194;1031;1031;648;1349
3195;2909;2909;1841;1063
3196;1897;1897;3056;623
3197;2334;2334;2047;1861
3198;1776;1776;2263;2496
3199;2620;2620;2700;1865
3200;1044;1044;2076;47
3201;3542;3542;1357;739
3202;1526;1526;3889;607
3203;3047;3047;2567;1745
3204;4353;4353;4154;1827
3205;1427;1427;3629;26
3206;2430;2430;2802;1479
3207;NULL;NULL;935;213
3208;2219;2219;4859;1521
3209;2293;2293;1187;1462
3210;3076;3076;306;2463
3211;2670;2670;2265;2145
3212;4648;4648;1211;1882
3213;4345;4345;1296;1889
3214;9546;9546;4030;1537
3215;2822;2822;4609;2402
3216;2084;2084;1339;608
3217;5649;5649;NULL;1376
3218;3698;3698;860;1179
3219;4005;4005;3572;1174
3220;4151;4151;2769;1710
3221;4992;4992;3021;1986
3222;2899;2899;1311;1456
3223;3192;3192;3000;1221
3224;3433;3433;264;590
3225;2849;2849;1470;1319
3226;1766;1766;2236;2042
3227;NULL;NULL;1214;862
3228;4611;4611;3404;177
3229;2735;2735;4114;662
3230;1975;1975;1852;2353
3231;4026;4026;3480;1236
3232;2565;2565;1989;1901
3233;1444;1444;3930;2153
3234;3071;3071;3809;2325
3235;2838;2838;2661;NULL
3236;3005;3005;316;169
3237;4487;4487;NULL;1445
3238;5577;5577;2604;1102
3239;1750;1750;1554;1435
3240;1904;1904;3465;88
3241;2020;2020;1526;1851
3242;2436;2436;763;391
3243;3189;3189;3618;1258
3244;2461;2461;260;2153
3245;4252;4252;3479;1872
3246;2279;2279;4686;808
3247;2905;2905;1706;2189
3248;4043;4043;2790;402
3249;2341;2341;3655;1777
3250;1109;1109;4009;1447
3251;1784;1784;1039;454
3252;26;26;502;1747
3253;4521;4521;2196;681
3254;4792;4792;3476;1321
3255;3563;3563;4494;155
3256;5186;5186;4680;561
3257;2864;2864;764;1784
3258;5457;5457;NULL;1887
3259;2857;2857;3358;1155
3260;2944;2944;3624;507
3261;3438;3438;1097;485
3262;388;388;1918;616
3263;4246;4246;NULL;36
3264;2111;2111;2415;859
3265;1443;1443;4399;1610
3266;2883;2883;1822;1226
3267;3075;3075;3007;243
3268;2362;2362;2707;2230
3269;2764;2764;3317;2064
3270;4893;4893;3336;1368
3271;868;868;2402;957
3272;9743;9743;3635;2007
3273;2855;2855;3714;2442
3274;3054;3054;2004;1091
3275;2647;2647;4785;1823
3276;2155;2155;2395;1318
3277;1239;1239;2046;727
3278;2833;2833;2006;1803
3279;7677;7677;4403;1849
3280;3170;3170;1050;2282
3281;2942;2942;4521;1630
3282;2477;2477;578;1640
3283;474;474;4764;1586
3284;2879;2879;4447;1230
3285;2694;2694;2559;207
3286;3232;3232;4395;605
3287;2277;2277;3074;555
3288;2932;2932;1349;579
3289;1934;1934;1283;1997
3290;6431;6431;3514;1763
3291;2096;2096;4436;886
3292;4038;4038;NULL;2058
3293;3398;3398;4129;2447
3294;3112;3112;1897;928
3295;2552;2552;1958;2104
3296;2473;2473;3980;1235
3297;1828;1828;457;354
3298;NULL;NULL;1547;399
3299;3767;3767;4112;543
3300;3016;3016;1364;646
3301;1877;1877;1795;564
3302;2152;2152;2253;2460
3303;2010;2010;772;838
3304;2969;2969;1368;408
3305;3561;3561;3371;490
3306;370;370;387;948
3307;37;37;20;1806
3308;7229;7229;295;2091
3309;4476;4476;4035;1998
3310;4493;4493;717;1338
3311;3516;3516;4802;2334
3312;2518;2518;1430;2481
3313;3822;3822;2487;38
3314;81;81;276;1374
3315;3294;3294;4714;1377
3316;2444;2444;3838;1345
3317;3396;3396;3046;1530
3318;1894;1894;1334;1307
3319;3379;3379;2471;651
3320;8109;8109;4856;1004
3321;4249;4249;4;671
3322;4350;4350;3749;2165
3323;4195;4195;1657;233
3324;1216;1216;1423;300
3325;4009;4009;4804;482
3326;3960;3960;3900;1399
3327;2927;2927;3273;2061
3328;2183;2183;1738;1513
3329;1580;1580;1756;1487
3330;247;247;NULL;588
3331;3092;3092;3025;964
3332;3024;3024;4328;327
3333;4065;4065;848;1260
3334;3256;3256;NULL;1203
3335;4125;4125;2935;1717
3336;1889;1889;642;1671
3337;3172;3172;2608;802
3338;2470;2470;3798;1177
3339;2118;2118;3748;740
3340;3137;3137;4210;1760
3341;3028;3028;1392;1300
3342;3450;3450;4059;964
3343;3163;3163;2538;1082
3344;3568;3568;4100;659
3345;5462;5462;4039;1929
3346;3199;3199;632;906
3347;8202;8202;1482;2020
3348;455;455;2083;1073
3349;396;396;1948;2051
3350;3409;3409;3853;758
