ind_id;ind_in_id;ind_it_id;ind_qty;ind_total
2009;9190;9190;6185;48311,08658
2010;149;149;NULL;19967,30178
2011;2690;2690;5876;18815,97427
2012;1644;1644;5932;38581,65279
2013;1;1;661;47425,45013
2014;1949;1949;6379;49334,79573
2015;3639;3639;6945;17329,98631
2016;3870;3870;2041;34352,77032
2017;1429;1429;5224;3728,927906
2018;721;721;1794;44495,56137
2019;4335;4335;4616;13757,35789
2020;1850;1850;9201;27606,56822
2021;1861;1861;3096;7624,662974
2022;2256;2256;9348;18143,76212
2023;2625;2625;8815;28268,12741
2024;3194;3194;3978;11426,50927
2025;2618;2618;6061;29725,36405
2026;1703;1703;507;675,0597622
2027;3132;3132;5481;NULL
2028;1593;1593;9772;25595,5892
2029;9359;9359;2313;48064,70768
2030;1296;1296;1536;11970,13802
2031;984;984;896;4166,490004
2032;9442;9442;8791;39032,81337
2033;2077;2077;NULL;44271,24685
2034;865;865;7550;21269,96036
2035;1402;1402;3950;38402,95486
2036;1466;1466;4565;39044,60365
2037;2121;2121;7448;16143,43017
2038;1612;1612;8064;29166,66061
2039;3241;3241;3028;40404,90684
2040;1712;1712;9391;8418,374769
2041;9374;9374;8778;10989,50394
2042;3774;3774;8493;42398,58256
2043;4113;4113;3099;10456,03185
2044;2079;2079;5936;4879,538042
2045;1990;1990;4622;25832,31706
2046;5009;5009;5676;31263,67998
2047;3063;3063;1550;44436,3134
2048;2233;2233;3155;12744,7422
2049;1522;1522;5900;15263,10289
2050;2424;2424;4205;24358,54684
2051;1369;1369;3579;44865,39894
2052;2044;2044;8440;8432,268635
2053;1578;1578;9277;36668,08875
2054;3021;3021;6134;46151,18683
2055;2819;2819;9810;27168,27198
2056;2367;2367;7815;14750,61619
2057;985;985;6515;7576,116923
2058;1686;1686;4349;3340,561806
2059;636;636;3425;28445,91505
2060;1271;1271;6573;15956,89953
2061;1221;1221;4001;7867,79174
2062;845;845;8966;30036,53364
2063;1372;1372;2042;27987,54437
2064;4109;4109;9927;40919,16044
2065;303;303;1650;44144,59658
2066;9918;9918;5288;30934,48842
2067;2356;2356;7085;24544,72742
2068;1762;1762;8383;17311,69243
2069;1921;1921;6711;9022,495271
2070;2151;2151;1814;10290,19207
2071;1886;1886;9498;1186,556137
2072;996;996;3978;5186,109713
2073;2510;2510;2196;13324,02107
2074;1324;1324;2403;36077,1866
2075;2449;2449;5839;2767,853952
2076;9707;9707;708;35207,98566
2077;1233;1233;9997;47168,63113
2078;438;438;3411;13264,22408
2079;793;793;4193;2435,810353
2080;1954;1954;8303;30162,82929
2081;1352;1352;4511;35289,05066
2082;1854;1854;7352;37930,31757
2083;1212;1212;9581;10332,48632
2084;1675;1675;5566;23706,16085
2085;1674;1674;8734;17104,73908
2086;208;208;3096;45734,22137
2087;3772;3772;1620;2364,724619
2088;1594;1594;2656;48120,06003
2089;2723;2723;7740;44101,68838
2090;671;671;6136;23652,33867
2091;1497;1497;8050;31468,48673
2092;2264;2264;3098;12802,86837
2093;1295;1295;4638;720,7455583
2094;6150;6150;6456;24448,00731
2095;1947;1947;5389;550,5830285
2096;1986;1986;9813;30952,9703
2097;2715;2715;6450;14411,03819
2098;3072;3072;3173;19536,8714
2099;NULL;NULL;4286;10734,94147
2100;590;590;9334;44897,82864
2101;2346;2346;8591;6718,952561
2102;5305;5305;3167;27124,62096
2103;1547;1547;6445;3722,246924
2104;1178;1178;4086;4972,910814
2105;1234;1234;4708;23171,9907
2106;9361;9361;9601;39679,28923
2107;3017;3017;6244;45108,24757
2108;1184;1184;6873;590,9021481
2109;3376;3376;295;43383,33287
2110;1905;1905;9102;41960,28632
2111;1481;1481;7819;17581,98506
2112;222;222;3103;44311,89284
2113;2046;2046;155;904,751453
2114;698;698;5123;48283,08576
2115;1660;1660;2061;30667,84888
2116;1845;1845;6650;19937,47417
2117;1669;1669;9385;19704,04732
2118;627;627;6477;4281,383522
2119;1495;1495;1192;23814,42137
2120;4912;4912;8554;48410,37521
2121;484;484;3668;28569,7638
2122;9752;9752;4429;26424,66739
2123;6239;6239;642;23210,00405
2124;1285;1285;574;35370,1566
2125;140;140;3764;28821,70534
2126;2246;2246;6400;38383,68777
2127;941;941;9341;4465,364155
2128;975;975;5740;38876,01376
2129;130;130;7014;35526,60357
2130;9489;9489;6027;21814,88365
2131;1323;1323;4258;20796,94747
2132;1694;1694;6823;27631,75973
2133;251;251;9126;2529,282613
2134;129;129;4860;7537,981708
2135;1714;1714;9713;23443,87673
2136;468;468;1343;8164,429692
2137;2086;2086;906;34208,07064
2138;2880;2880;5495;5359,575504
2139;1731;1731;858;534,1701445
2140;1953;1953;9133;27425,44984
2141;3180;3180;6853;625,9738005
2142;2240;2240;4747;1773,822471
2143;1720;1720;2360;4736,727152
2144;1561;1561;8639;2141,402057
2145;7024;7024;8318;6070,353606
2146;9244;9244;4947;37156,59389
2147;2399;2399;2942;11898,11691
2148;1384;1384;9515;2437,659797
2149;2370;2370;4394;43780,15843
2150;NULL;NULL;8740;30613,10886
2151;3116;3116;427;11248,92298
2152;3987;3987;9973;10129,65467
2153;1422;1422;1981;45722,45003
2154;4561;4561;5732;12324,56626
2155;1623;1623;5666;16328,06485
2156;9988;9988;4161;30294,28517
2157;707;707;2524;3914,616911
2158;1988;1988;5870;18352,09032
2159;1083;1083;321;26151,20547
2160;2383;2383;8309;34788,30293
2161;2392;2392;260;35213,92508
2162;3924;3924;504;6232,233814
2163;1771;1771;9859;15064,29858
2164;4667;4667;4269;21568,44922
2165;104;104;4843;21163,33885
2166;1297;1297;995;39950,22533
2167;447;447;3977;41782,61023
2168;2800;2800;5296;43366,76974
2169;2718;2718;5411;24839,20903
2170;2012;2012;718;22503,41918
2171;927;927;5743;35729,40353
2172;1783;1783;3890;14344,47182
2173;1043;1043;5619;3747,213377
2174;2481;2481;2059;46388,97152
2175;2641;2641;1701;47784,40141
2176;1862;1862;8921;26795,94132
2177;720;720;2068;21687,94024
2178;2716;2716;2003;21068,602
2179;2327;2327;2257;29299,803
2180;1149;1149;8818;41665,11145
2181;2466;2466;3457;26485,57086
2182;1790;1790;9826;2027,704358
2183;1632;1632;1345;45095,85532
2184;1695;1695;8275;4913,494715
2185;2237;2237;5599;10565,96067
2186;2401;2401;4285;10667,2928
2187;4916;4916;4841;31909,30969
2188;9925;9925;3393;40204,71635
2189;1888;1888;9195;41209,91686
2190;1480;1480;5551;43149,59156
2191;2140;2140;8819;4249,812781
2192;2144;2144;5036;15855,98032
2193;2619;2619;5173;29208,37003
2194;1196;1196;2549;15745,86721
2195;1900;1900;8873;42211,52477
2196;1282;1282;6348;44393,73999
2197;1608;1608;4889;36709,52389
2198;295;295;8091;33168,27793
2199;4766;4766;3796;30978,06321
2200;2947;2947;7322;16120,12827
2201;1066;1066;969;45373,98366
2202;3;3;7647;18531,34717
2203;4365;4365;4104;27598,45076
2204;2410;2410;3676;21276,73925
2205;2059;2059;2996;44883,70532
2206;3661;3661;6538;46904,45117
2207;1023;1023;4354;6382,441291
2208;2934;2934;9923;49333,47851
2209;2023;2023;4031;14540,16485
2210;3423;3423;6745;39532,12352
2211;2349;2349;2093;8606,344931
2212;1770;1770;521;32846,01492
2213;890;890;3613;39052,28732
2214;1882;1882;1504;34486,09402
2215;746;746;4851;8302,732072
2216;692;692;434;33186,22072
2217;1150;1150;9159;11136,37849
2218;4016;4016;1584;10150,80386
2219;2713;2713;8671;11002,48856
2220;1743;1743;557;10496,04605
2221;1735;1735;6154;8040,915643
2222;1763;1763;584;1577,893878
2223;3690;3690;6101;2156,852885
2224;1202;1202;9860;31689,61747
2225;1284;1284;1899;18253,6064
2226;1935;1935;707;19873,42321
2227;2161;2161;8717;35136,10178
2228;2453;2453;3069;38001,34616
2229;64;64;3186;4177,446758
2230;3053;3053;5353;3390,661419
2231;1841;1841;4032;40086,41743
2232;1839;1839;3977;38519,66231
2233;1500;1500;8208;40090,53879
2234;1838;1838;4935;13179,67473
2235;1398;1398;7849;46291,1278
2236;1128;1128;5811;7954,223691
2237;806;806;5721;24429,25359
2238;1506;1506;7670;23819,11607
2239;1111;1111;5278;10029,78939
2240;1292;1292;9062;13661,5095
2241;1024;1024;9932;4284,851511
2242;2149;2149;4919;32575,83118
2243;629;629;9363;25664,5515
2244;2745;2745;2449;1677,793335
2245;2994;2994;3458;34543,24663
2246;550;550;8298;21403,79787
2247;1792;1792;1422;26803,693
2248;1945;1945;3669;44722,27602
2249;146;146;7699;7443,135142
2250;2222;2222;NULL;9025,304047
2251;75;75;8438;33257,36149
2252;1647;1647;7190;26558,72003
2253;1785;1785;3305;22165,78937
2254;1728;1728;9421;20482,01716
2255;3129;3129;3238;8079,212628
2256;9648;9648;1167;43796,08978
2257;2281;2281;384;16374,49428
2258;2680;2680;1545;45908,83329
2259;3788;3788;4245;3023,132846
2260;948;948;1777;25010,28212
2261;6325;6325;2289;11768,34938
2262;4810;4810;7821;18381,09513
2263;1758;1758;1285;45156,03175
2264;1614;1614;6736;11149,50344
2265;6488;6488;8679;49445,70609
2266;1749;1749;2713;20086,68262
2267;1180;1180;8116;42755,47613
2268;2091;2091;2313;25872,61259
2269;2636;2636;8679;38194,96622
2270;3052;3052;3655;348,5083814
2271;9352;9352;9041;8756,967126
2272;2554;2554;4714;37317,26242
2273;1505;1505;1489;121,0144722
2274;2598;2598;6306;47340,97905
2275;3448;3448;9609;6211,194539
2276;1341;1341;626;25465,08446
2277;1908;1908;1235;25913,34238
2278;1837;1837;1221;479,0595502
2279;3009;3009;3652;47146,37084
2280;2375;2375;6402;46849,80854
2281;2214;2214;3601;43069,73021
2282;1332;1332;9285;40413,82577
2283;3280;3280;5047;30558,21102
2284;401;401;5371;45152,14271
2285;1909;1909;4749;20133,29993
2286;3824;3824;8163;13527,6974
2287;2797;2797;726;16353,87294
2288;1274;1274;4556;19608,52163
2289;9661;9661;4969;5100,462099
2290;4250;4250;3767;2495,038022
2291;2417;2417;7464;41579,72941
2292;2428;2428;4265;28520,4203
2293;3527;3527;1476;20795,98323
2294;2643;2643;5892;35019,50728
2295;3221;3221;2989;1893,160121
2296;2902;2902;1241;35903,75638
2297;2437;2437;8646;37419,79943
2298;2860;2860;8184;14515,04806
2299;176;176;684;2232,087242
2300;6;6;9737;14456,56401
2301;1950;1950;5342;28648,32174
2302;2555;2555;5985;931,0804079
2303;1317;1317;2744;NULL
2304;4538;4538;13;6527,309798
2305;1098;1098;8658;7094,626761
2306;1556;1556;3724;268,3369211
2307;1412;1412;5701;45940,09907
2308;670;670;7000;26437,70556
2309;2276;2276;9813;24824,81032
2310;1154;1154;2612;14270,82262
2311;2029;2029;9933;32614,12817
2312;1471;1471;9163;17882,7474
2313;2813;2813;7894;15895,43473
2314;2252;2252;7843;48762,46245
2315;2186;2186;8177;6173,324308
2316;1130;1130;3005;31940,55191
2317;2202;2202;2773;21354,52361
2318;762;762;5915;37822,88411
2319;2881;2881;1987;3,889040092
2320;1587;1587;515;41016,20351
2321;3393;3393;1986;35918,00869
2322;1452;1452;3559;3732,809682
2323;1821;1821;7344;23146,95449
2324;2515;2515;4912;20772,15049
2325;1631;1631;6192;35699,9282
2326;1226;1226;4776;8768,778974
2327;467;467;3237;30236,54683
2328;1742;1742;5597;16521,2792
2329;1077;1077;3316;15101,5072
2330;1074;1074;8368;45447,81893
2331;2973;2973;1980;20307,43815
2332;2025;2025;3052;38045,28503
2333;3677;3677;537;11398,29432
2334;1925;1925;3915;48246,97231
2335;2320;2320;1059;32689,80683
2336;3682;3682;7616;18201,4868
2337;970;970;6541;42138,6498
2338;5498;5498;5033;33886,51597
2339;2210;2210;6713;23463,58426
2340;705;705;1024;44883,80579
2341;2089;2089;2462;24193,20085
2342;857;857;3727;37089,99184
2343;2425;2425;4744;41529,06262
2344;2611;2611;2357;5337,699016
2345;780;780;3834;22486,33393
2346;2751;2751;8301;34612,29062
2347;3550;3550;6372;25684,29468
2348;3821;3821;3634;29757,95785
2349;1291;1291;7716;14622,65892
2350;1991;1991;9985;3078,955367
2351;1310;1310;8468;30538,63651
2352;925;925;2731;48080,87228
2353;2812;2812;6197;37415,91039
2354;3754;3754;169;23498,84455
2355;7948;7948;7750;16314,07855
2356;811;811;1783;10723,75433
2357;2115;2115;8641;5501,367247
2358;1014;1014;7832;30158,92991
2359;21;21;3822;20827,3816
2360;999;999;3882;48325,84779
2361;1677;1677;487;20031,7901
2362;1478;1478;103;29418,81988
2363;1930;1930;3683;NULL
2364;1539;1539;1445;11336,19836
2365;2553;2553;632;29376,99139
2366;2035;2035;6881;43963,38446
2367;1258;1258;8626;44568,84314
2368;2631;2631;3978;6484,45308
2369;2101;2101;6783;17648,46242
2370;1199;1199;560;16072,65562
2371;4223;4223;6465;37971,83751
2372;NULL;NULL;7741;39801,90211
2373;NULL;NULL;9203;37468,00764
2374;1816;1816;962;14359,29985
2375;1241;1241;8053;5120,08325
2376;2097;2097;8259;16823,00266
2377;2004;2004;8815;48828,01685
2378;1863;1863;4987;NULL
2379;2062;2062;1078;12203,74706
2380;2043;2043;7891;17809,25548
2381;1403;1403;8404;48285,81656
2382;2408;2408;9604;1087,637572
2383;1875;1875;7882;33084,4843
2384;1379;1379;3332;478,5889762
2385;9605;9605;9901;1898,620279
2386;2671;2671;9250;12022,55183
2387;1773;1773;6856;14909,18243
2388;242;242;368;22226,56588
2389;2662;2662;6166;629,3746413
2390;867;867;9276;37899,44976
2391;1030;1030;8976;31932,89376
2392;416;416;8709;21966,05251
2393;392;392;1211;12700,11955
2394;2669;2669;2830;11979,71989
2395;1103;1103;536;13059,13437
2396;3571;3571;2359;25137,73647
2397;2138;2138;44;24852,0157
2398;1375;1375;3299;44774,38098
2399;1948;1948;1724;25753,79348
2400;1939;1939;6954;12152,07123
2401;1197;1197;9676;11374,31455
2402;1999;1999;2393;27917,4908
2403;737;737;6851;28127,83754
2404;2178;2178;7155;8035,832251
2405;1865;1865;3519;13685,30223
2406;2053;2053;726;26650,82141
2407;2221;2221;3529;13277,05326
2408;250;250;5234;NULL
2409;9704;9704;2116;43070,62886
2410;5299;5299;9491;33721,57243
2411;4033;4033;2968;32295,82714
2412;2701;2701;NULL;6675,841895
2413;4931;4931;3653;17486,0617
2414;2006;2006;6754;48520,00726
2415;NULL;NULL;5931;37692,11177
2416;1003;1003;5478;31873,11335
2417;1697;1697;884;19739,74403
2418;2212;2212;2221;15241,36349
2419;4537;4537;350;19553,20112
2420;1546;1546;1544;27520,1996
2421;9726;9726;1383;49313,64653
2422;2888;2888;25;14467,80896
2423;630;630;8257;21736,81859
2424;2815;2815;7813;43939,46849
2425;1165;1165;7507;18585,00332
2426;9780;9780;1584;35715,56866
2427;3074;3074;7756;44106,60311
2428;2051;2051;6529;25271,71796
2429;817;817;6372;27822,18222
2430;4711;4711;426;24408,87328
2431;3121;3121;5694;39221,56337
2432;2014;2014;8215;30268,06755
2433;1550;1550;5516;22048,62168
2434;2106;2106;3262;23074,22337
2435;4693;4693;4124;51,67583006
2436;1832;1832;8216;6434,940922
2437;1314;1314;6011;20368,32577
2438;772;772;2753;22959,80003
2439;2501;2501;726;25048,65205
2440;1996;1996;9813;36793,28674
2441;1967;1967;9174;25247,79887
2442;1637;1637;5720;48745,49857
2443;3124;3124;1621;21838,55356
2444;2088;2088;8252;38504,99344
2445;1620;1620;6675;18333,5475
2446;2472;2472;6308;31223,60787
2447;3395;3395;5323;14446,83206
2448;2354;2354;1954;23446,04524
2449;1732;1732;5280;25008,00778
2450;6099;6099;7353;NULL
2451;9983;9983;9653;30106,60653
2452;506;506;137;43319,39034
2453;3196;3196;9694;9896,372985
2454;2159;2159;1754;5298,814576
2455;2721;2721;341;17254,18138
2456;2972;2972;6928;26440,14695
2457;1995;1995;1418;47684,26227
2458;3329;3329;4580;39637,49597
2459;3222;3222;9344;33978,0223
2460;1992;1992;5570;9542,834228
2461;2109;2109;5763;22320,26359
2462;2225;2225;4197;19578,69912
2463;2039;2039;7158;1379,103447
2464;3880;3880;4808;35454,87103
2465;2090;2090;6423;18661,75559
2466;1112;1112;1276;44500,00906
2467;3442;3442;7453;2027,759586
2468;4362;4362;390;34627,22021
2469;4805;4805;2629;44411,83833
2470;2230;2230;7716;48468,33143
2471;2001;2001;9468;31257,17085
2472;3407;3407;8132;11504,78758
2473;1969;1969;1495;46779,944
2474;967;967;537;40192,71144
2475;2060;2060;2371;32759,91438
2476;4098;4098;5663;2272,400727
2477;2117;2117;8404;568,1479585
2478;6480;6480;4;42629,2554
2479;4416;4416;NULL;33231,82514
2480;2132;2132;1138;25605,92099
2481;1483;1483;1199;37361,39545
2482;1473;1473;6262;21268,7366
2483;2508;2508;5801;20660,55786
2484;1019;1019;1249;263,7101804
2485;2649;2649;9020;47715,57569
2486;2778;2778;773;31089,48294
2487;2272;2272;5556;29325,19039
2488;2524;2524;8521;24969,25298
2489;3248;3248;3762;4794,440304
2490;1899;1899;2921;46634,07642
2491;2075;2075;7197;2367,413557
2492;1262;1262;6797;16797,44495
2493;1678;1678;NULL;36390,30346
2494;1122;1122;1430;13416,9658
2495;9526;9526;3410;2728,38846
2496;2599;2599;5157;17214,58762
2497;2810;2810;NULL;23868,69542
2498;1940;1940;4049;13290,62754
2499;3131;3131;4976;3176,797974
2500;3003;3003;8563;44004,98438
2501;1806;1806;6814;16305,78792
2502;2589;2589;1829;46596,38766
2503;3184;3184;5398;20034,99373
2504;2274;2274;8855;24977,71381
2505;36;36;4932;43750,83693
2506;3630;3630;9326;18601,81895
2507;1968;1968;7565;46539,44634
2508;1853;1853;7886;19703,66154
2509;903;903;1521;22538,9002
2510;1585;1585;8643;14981,78065
2511;NULL;NULL;9156;25871,99899
2512;821;821;9384;5055,006875
2513;7;7;4679;6405,670827
2514;2537;2537;8525;8372,101308
2515;4816;4816;1414;22181,43878
2516;3573;3573;3442;1051,526983
2517;3301;3301;8144;48918,14126
2518;1866;1866;9308;1115,393267
2519;2192;2192;9963;37739,29534
2520;3303;3303;2948;37572,27265
2521;3766;3766;8139;15174,81867
2522;1658;1658;4034;27058,50661
2523;1699;1699;866;29832,77991
2524;2454;2454;2755;47777,76191
2525;2395;2395;3691;46100,91788
2526;2248;2248;7470;14459,7259
2527;626;626;5433;25114,48412
2528;2863;2863;918;33362,9782
2529;2082;2082;8037;37464,32298
2530;2747;2747;4721;15545,32676
2531;873;873;6338;28403,7053
2532;3179;3179;6488;37277,52042
2533;4179;4179;7395;39452,45742
2534;2746;2746;7101;39226,84076
2535;2985;2985;1589;9300,133078
2536;2996;2996;8176;40765,00779
2537;1761;1761;5740;1233,742876
2538;2645;2645;2344;45682,84405
2539;2386;2386;1330;6512,87325
2540;3981;3981;6476;29113,75674
2541;1182;1182;3685;34550,0366
2542;9627;9627;1134;9621,528843
2543;2695;2695;9252;2430,352779
2544;1059;1059;NULL;39812,65965
2545;92;92;6914;NULL
2546;1514;1514;9365;20762,07743
2547;1916;1916;4378;47312,40668
2548;1652;1652;8242;10391,77413
2549;3526;3526;8673;28018,20216
2550;1829;1829;5383;41235,52702
2551;2015;2015;7988;1676,861477
2552;6776;6776;5266;18296,44636
2553;1650;1650;5849;22753,30216
2554;1417;1417;4087;25551,3322
2555;1290;1290;2028;15604,52532
2556;1391;1391;424;28830,16571
2557;NULL;NULL;2780;39247,28131
2558;2875;2875;962;16763,60775
2559;3768;3768;NULL;22257,23181
2560;2794;2794;2642;28876,79594
2561;2008;2008;5164;29291,11103
2562;2113;2113;7463;43487,33483
2563;2475;2475;3893;13176,46814
2564;2988;2988;6646;32239,33856
2565;2446;2446;9849;6993,573442
2566;1683;1683;6800;36578,07535
2567;1321;1321;2304;38594,47857
2568;5244;5244;2667;15602,54945
2569;1896;1896;1988;17178,83007
2570;2753;2753;7579;49071,96823
2571;2024;2024;6935;31416,43099
2572;2689;2689;3239;49817,78411
2573;1278;1278;7703;3235,297209
2574;3155;3155;5799;44602,52002
2575;2572;2572;7978;8625,538605
2576;2028;2028;3486;3022,236052
2577;2145;2145;9264;5553,289831
2578;1870;1870;7004;24628,15383
2579;360;360;4782;40020,12026
2580;1869;1869;3953;27015,68449
2581;1430;1430;3391;48788,51119
2582;3239;3239;9313;4067,951769
2583;1808;1808;9228;47096,28196
2584;2361;2361;6761;42127,45118
2585;3973;3973;5536;35787,46151
2586;3320;3320;48;47248,8804
2587;740;740;9456;5650,403144
2588;5683;5683;489;11726,18822
2589;2956;2956;2401;23847,9321
2590;1528;1528;5367;10396,67505
2591;3470;3470;6676;20052,85177
2592;855;855;8810;24001,40004
2593;NULL;NULL;7213;28976,51106
2594;1544;1544;3097;16806,04812
2595;2013;2013;7181;27221,76222
2596;2737;2737;3868;35626,42191
2597;3681;3681;2583;21373,56846
2598;2527;2527;7039;27382,19028
2599;1162;1162;1285;45436,77934
2600;4623;4623;2452;3234,584305
2601;1867;1867;4609;32167,59885
2602;2211;2211;6697;31709,85723
2603;1078;1078;2390;43212,94406
2604;5576;5576;663;28946,23393
2605;1496;1496;1737;9819,096029
2606;2801;2801;2143;1859,07737
2607;1639;1639;285;15061,14915
2608;2872;2872;9468;28150,78214
2609;2476;2476;7872;16925,79359
2610;1820;1820;601;12582,28927
2611;1603;1603;2765;23276,87588
2612;2071;2071;3420;14619,12748
2613;3525;3525;7998;26743,48749
2614;2058;2058;7010;45241,54733
2615;2092;2092;9252;30088,28474
2616;2253;2253;5852;25223,15927
2617;1708;1708;8235;46391,05287
2618;2340;2340;7132;21049,01696
2619;718;718;1110;46451,87706
2620;5785;5785;9801;9744,693041
2621;9806;9806;7345;30927,6722
2622;1715;1715;1815;26868,29035
2623;1479;1479;266;41754,61735
2624;2321;2321;6621;6782,155021
2625;628;628;902;29019,11646
2626;3365;3365;8126;7415,030947
2627;NULL;NULL;6026;20841,27305
2628;2993;2993;4606;36429,24909
2629;1807;1807;8619;17380,7578
2630;1615;1615;4110;22999,1167
2631;1613;1613;903;31648,66759
2632;3230;3230;2224;28171,09955
2633;2831;2831;5719;29191,37449
2634;2652;2652;2330;36785,53595
2635;3551;3551;9344;44848,08563
2636;2634;2634;6694;17078,65396
2637;3057;3057;6922;10855,00771
2638;2456;2456;8565;18150,04804
2639;2036;2036;5023;32308,35515
2640;4117;4117;3392;33928,38414
2641;1012;1012;9764;NULL
2642;3283;3283;9989;32187,73125
2643;1817;1817;2618;27499,621
2644;2887;2887;1799;44800,39463
2645;4258;4258;2602;11265,64283
2646;1710;1710;3256;37119,79917
2647;2498;2498;811;5433,724288
2648;5538;5538;202;47257,91255
2649;1218;1218;3845;33734,96373
2650;3953;3953;1328;36717,76337
2651;1759;1759;5633;1998,602949
2652;40;40;5451;39235,36904
2653;2170;2170;5929;324,5515052
2654;1959;1959;1485;30930,31323
2655;2184;2184;5107;35692,0863
2656;280;280;2794;22306,9121
2657;2874;2874;6430;5299,308503
2658;1520;1520;5769;39955,23988
2659;2457;2457;9761;36430,78904
2660;1795;1795;3611;49927,11747
2661;2821;2821;6118;2404,065082
2662;1852;1852;5679;31017,80432
2663;2924;2924;848;28631,90005
2664;3360;3360;3761;10770,02434
2665;2181;2181;9699;43926,6769
2666;NULL;NULL;540;30933,62168
2667;3123;3123;7701;45105,77633
2668;3675;3675;5668;35427,75299
2669;4769;4769;7666;39957,95154
2670;2285;2285;2558;393,4616923
2671;1798;1798;8930;13009,63078
2672;2319;2319;9671;14368,15155
2673;1252;1252;2109;28241,00483
2674;165;165;7718;38740,6618
2675;2021;2021;36;12523,49292
2676;2526;2526;7357;27556,96179
2677;957;957;9197;3428,051203
2678;1378;1378;8468;32067,89572
2679;2080;2080;4019;30488,97452
2680;1622;1622;7647;19662,35585
2681;3460;3460;7315;23585,39217
2682;3623;3623;5823;10157,11839
2683;2639;2639;760;37106,30931
2684;1928;1928;7290;49711,48572
2685;1529;1529;8477;15382,15485
2686;2460;2460;5452;33763,74765
2687;80;80;6295;31324,11609
2688;982;982;4234;47240,78632
2689;2957;2957;7223;43499,28819
2690;1974;1974;6549;14478,62385
2691;1933;1933;263;39548,77713
2692;2208;2208;1153;27123,41409
2693;5273;5273;8804;24424,21868
2694;1535;1535;1412;18222,93057
2695;2569;2569;7275;29904,29007
2696;2074;2074;4085;2910,579812
2697;4172;4172;9140;3555,831198
2698;3387;3387;8857;16729,59666
2699;640;640;2101;873,7177359
2700;1727;1727;2062;30332,02115
2701;1799;1799;5555;42014,02284
2702;1834;1834;NULL;20005,9713
2703;2496;2496;NULL;7299,961013
2704;2486;2486;5143;33341,50204
2705;869;869;NULL;23708,1326
2706;1166;1166;2536;37630,4514
2707;1606;1606;1287;10994,36421
2708;2901;2901;2399;11583,8897
2709;2563;2563;5963;18406,82031
2710;2065;2065;3342;8135,124509
2711;3298;3298;8211;18878,8609
2712;2323;2323;1449;23231,41278
2713;1599;1599;7751;9466,265356
2714;4877;4877;3598;16768,43318
2715;2330;2330;7963;26341,72529
2716;1177;1177;1750;42246,94669
2717;2242;2242;2114;43911,49501
2718;2739;2739;6297;28920,41434
2719;1661;1661;294;45387,86949
2720;2286;2286;4918;10162,92924
2721;1245;1245;3558;49609,50559
2722;1093;1093;5285;47864,99001
2723;2177;2177;4246;41928,4648
2724;2261;2261;4245;25479,32769
2725;2220;2220;3467;10844,68456
2726;9531;9531;8446;35886,21669
2727;3285;3285;1117;39943,93288
2728;2485;2485;2294;10018,07426
2729;837;837;7777;8836,371735
2730;2142;2142;866;9612,913108
2731;2571;2571;696;24001,13059
2732;2665;2665;443;36698,45454
2733;2738;2738;5952;31194,17798
2734;2081;2081;8217;156,9533721
2735;3020;3020;340;27648,33301
2736;5387;5387;6366;3579,420877
2737;1396;1396;1957;2857,15738
2738;1237;1237;2091;3764,807272
2739;NULL;NULL;2171;26003,35312
2740;1729;1729;3286;27751,70346
2741;2163;2163;9474;22769,38344
2742;1966;1966;4891;19740,22639
2743;118;118;2513;28833,96602
2744;1319;1319;2110;35364,16368
2745;3148;3148;8085;45599,76295
2746;1395;1395;2785;16317,36435
2747;1937;1937;9472;17657,14873
2748;2564;2564;2951;7655,785492
2749;2265;2265;2300;41881,20528
2750;3545;3545;9403;37657,34338
2751;437;437;6690;8999,084802
2752;1253;1253;5115;24635,41686
2753;7021;7021;6981;21341,72717
2754;2651;2651;9167;40710,7885
2755;2254;2254;5581;30722,51556
2756;7548;7548;3571;44149,03284
2757;2061;2061;7856;28077,5065
2758;6246;6246;7817;31820,63332
2759;2217;2217;2087;22496,81748
2760;6284;6284;6698;37821,9159
2761;881;881;1419;47686,51852
2762;2998;2998;8994;976,2899489
2763;1753;1753;4622;2747,517965
2764;2673;2673;5097;8793,907198
2765;2922;2922;2645;34133,99392
2766;2521;2521;7768;32180,40635
2767;NULL;NULL;5497;42037,2348
2768;3374;3374;9534;9309,311984
2769;2296;2296;3257;39120,10018
2770;2042;2042;1597;22762,30442
2771;9675;9675;9794;39389,78931
2772;1389;1389;22;40146,68774
2773;2110;2110;4125;2917,061212
2774;610;610;7008;17636,16603
2775;2328;2328;5445;37393,5458
2776;905;905;8668;29869,27921
2777;3065;3065;2772;19031,02399
2778;2282;2282;2136;6564,301116
2779;3336;3336;6161;29879,56474
2780;3654;3654;682;44527,32021
2781;84;84;8974;18229,06796
2782;286;286;8167;32288,14738
2783;9434;9434;9994;18136,86898
2784;2796;2796;8374;21179,02835
2785;2445;2445;4176;613,8283064
2786;5148;5148;5581;NULL
2787;1048;1048;3463;49365,71373
2788;4519;4519;6785;15356,72737
2789;138;138;2636;40483,38949
2790;850;850;6769;19434,43782
2791;2107;2107;8510;33499,30017
2792;1640;1640;4140;25501,91438
2793;2804;2804;4;21036,52406
2794;1938;1938;5473;31267,98979
2795;3337;3337;1867;38181,43722
2796;2306;2306;480;30065,18494
2797;3944;3944;268;21793,0935
2798;2941;2941;7416;16992,70842
