it_id;it_ca_id;it_lo_id;it_serialnumber;it_code;it_barcode;it_expirydate;it_description;it_manufacturer;it_price;it_qtity
1923;321;321;55391;XQZUW6O6F2YUMCXU52NV                              ;611758768;13/11/2014 1:12;fecit. quad e et parte                            ;RL2IT9GCL1                                        ;1934,882547;9667
1924;1139;1139;46932;2172EAPIZ1TWVE5Z42TN                              ;831259959;10/12/2015 18:47;quantare esset trepicandor apparens               ;UJ94OF0XN3XL9R32FL                                ;498,5903662;6249
1925;2442;2442;86021;Q7FRVJW02KN9RUPSSIVZ                              ;610274188;4/12/2007 5:11;parte in rarendum egreddior                       ;9Z7VIHEIG34                                       ;1715,718826;2438
1926;1972;1972;71564;F14YQYRV1ZU8RBTRBJRS                              ;906981490;8/06/2013 16:03;gravis plorum venit. cognitio,                    ;HQBL2LN8ZVB                                       ;372,9185222;8882
1927;218;218;26224;XG5M4JG6BKXN2A6AS5L5                              ;145675330;30/09/2009 1:29;apparens imaginator                               ;UTZTRP60RPSHNNQM9XJUI7GV                          ;1460,370281;4381
1928;1282;1282;1579;NULL;74274080;29/03/2010 6:14;quo quorum quoque et gravis                       ;51GSCXEO51                                        ;313,8197643;4814
1929;2198;2198;96365;0KT00JW0HZ476ILZBLEB                              ;698318723;21/10/2009 1:30;essit. non nomen                                  ;ILQQW34SXUXEU0                                    ;435,7879453;3969
1930;2660;2660;64494;PEXLP1NHID6NCXVBL40J                              ;594311645;13/05/2013 11:00;Pro si et Tam fecit. sed fecit.                   ;2BGJMC3ULO                                        ;1544,23827;7037
1931;1895;1895;76478;ULSGVSLBHJ6TGA6WFBH9                              ;187941631;1/02/2011 1:51;sed parte vantis. sed vobis regit,                ;8FRDSIM13O6TXE                                    ;95,0693917;1784
1932;1695;1695;9007;YLYJTKPNPHERIVT44T91                              ;59991614;24/04/2005 18:53;Et quo, in plorum                                 ;OY48MMRDV38LECFQ526VP0J1                          ;821,0913748;539
1933;2494;2494;31223;1U0TWMPF6TIAMWZUW17V                              ;709631211;24/05/2011 4:36;fecit. Pro sed brevens, Sed non                   ;STXBVII4KO5QD13G2WA                               ;1259,41946;6870
1934;1225;1225;632;R1R1XFCRBH87CXRXPXYZ                              ;863798289;23/02/2006 7:43;glavans vobis dolorum glavans                     ;W7OOX1QRIDNE2SUT                                  ;1730,132765;1382
1935;1316;1316;60619;JOVHWZT97R16I9S8SY7D                              ;140029953;4/09/2012 7:35;non novum quartu cognitio,                        ;1ZLPGUO9ZR12                                      ;1747,866754;5874
1936;1192;1192;92285;UBA39Y8W639VF7DVK1GI                              ;549640805;26/12/2007 3:04;egreddior in eggredior. eggredior.                ;N39HIK48DURRM60ROL7                               ;122,2548597;748
1937;2234;2234;22237;3P60UNZPXZQMJODLDN0L                              ;941544220;11/06/2009 7:08;et nomen imaginator egreddior novum               ;L0XPVGD0FX9PO3PK4K99P                             ;171,7853901;2802
1938;2427;2427;69982;0NSA31EC7XRU6RL32FB8                              ;972473094;30/10/2013 16:22;gravis sed brevens,                               ;O4TXUNNIB6TSTN6K                                  ;322,9239566;8469
1939;2878;2878;14028;94I9VJ096DGX422DQQLK                              ;178103663;29/04/2010 10:49;quad novum fecundio,                              ;263SGL13IHGM3BXL                                  ;671,8723824;7206
1940;2549;2549;83491;NULL;13606245;27/06/2013 4:19;glavans quorum essit. novum estum.                ;CSVXLQCWM3                                        ;468,697238;5240
1941;2303;2303;58990;P2ZSDXRHB7OC5RJA17IE                              ;774107258;5/03/2014 12:52;plorum vobis novum                                ;V92DKY72LT7                                       ;9,338908833;3677
1942;126;126;35649;1JAX1OJQCOQOVJ2IGIL8                              ;86111695;21/09/2005 0:24;et linguens fecundio,                             ;RUB67W7VV7UBEOOGG                                 ;1673,37675;6511
1943;872;872;86357;U6RKZBI3OJ269OIOUC98                              ;858218454;4/03/2014 15:42;vantis. esset apparens Quad                       ;WUH579F2154UZ5                                    ;220,6779524;5042
1944;2034;2034;58830;ZJYOA7HRKPW6B6DID1C0                              ;164664361;14/01/2014 0:31;e parte Quad fecundio, volcans                    ;933AJ50E80OFQZV9QMUXD1MM                          ;833,8260356;2065
1945;2336;2336;6389;N5NIMVJTM5C00VNTVP30                              ;18281414;8/05/2014 7:46;et essit. fecit, non                              ;R4U2R07O75LL6WLWF95JUO35                          ;1585,661435;6058
1946;1899;1899;33148;4T50YH55HAW74CDA6OCX                              ;38392810;21/01/2013 12:42;quo, vantis. imaginator et                        ;D848Q7HG7S1                                       ;134,4606085;1462
1947;1710;1710;16844;YJJ5BBQPHC90BIBHIOEE                              ;370893305;25/10/2010 16:27;linguens esset nomen                              ;CHZGQJUAOJP90XRG3820P6D                           ;1355,474302;9134
1948;1990;1990;67594;4VGSVI9JP1R3D6AMUM5F                              ;807207764;5/06/2012 21:06;Multum nomen dolorum                              ;3FGX44Y4KQ3S6                                     ;769,2981506;3451
1949;2486;2486;92613;0XM7TT2SOZYJ9TO3DGSG                              ;330508716;9/01/2006 2:27;et quo delerium.                                  ;349V7TJU8TF1DZP0G537DA3W                          ;1423,262346;1485
1950;2159;2159;92849;RBIWXC1VN18Z74XTL1O6                              ;615993092;13/03/2006 6:00;esset si novum plorum plurissimum                 ;JKLP9TY904YQTZJ887MH3RZ                           ;1783,815957;9127
1951;2704;2704;4551;11SJ4CMIH6CYA8M4AWH1                              ;835709562;2/02/2008 19:41;quad plurissimum                                  ;JAYPZPS1DPN9Y5YZHRC                               ;1409,592686;4289
1952;548;548;93854;0YPJ2OQ9RE3AFP9PCSZE                              ;426089657;9/01/2011 8:36;et e si venit. rarendum homo, si                  ;R9M5KY43GE2S                                      ;911,8239511;7572
1953;2249;2249;40306;6UV1WVBOA475T122Z2NV                              ;624106482;6/10/2008 8:37;essit. et fecundio, gravis                        ;65YV9ABBWD4BAA39                                  ;787,603754;8272
1954;2295;2295;91118;PS9NUICFX3HMKT4UI5SE                              ;673010725;21/06/2007 5:34;manifestum quis Versus                            ;0CE3MAOS40KPKYM                                   ;637,7681571;1169
1955;2773;2773;51984;G9W5LO7NCQCI3H2MD2DZ                              ;208394450;18/12/2006 19:40;venit. et et Id eudis vantis.                     ;NRZZ47G0JUW                                       ;483,3536355;6990
1956;1756;1756;96744;D1QI98Y8HWUHO8IDI9U4                              ;742175847;22/09/2007 11:06;rarendum vobis e                                  ;U9O1TTEQDHJVA249R                                 ;1538,135944;5730
1957;1149;1149;11699;KC43HB1743FFA385MCF8                              ;463557869;4/05/2009 10:07;apparens Versus                                   ;CEHFMI4AISVEJSE6                                  ;754,5292223;2272
1958;1901;1901;34867;VTH1E9K9VSIUHSOLESWW                              ;239785401;9/11/2012 15:39;et quorum non estis                               ;VCIWRKWI58                                        ;395,7638621;5982
1959;2671;2671;89654;CTE2E497VWFWDPIN122H                              ;297291512;24/08/2012 3:18;in gravis quorum                                  ;O2369YIH0FM6XJALVZXRH449                          ;NULL;320
1960;2918;2918;28599;9AXKSBJJ7KIBEI02Z04A                              ;135256728;10/02/2005 21:19;pladior plurissimum                               ;NULL;77,56186746;7150
1961;921;921;NULL;ZW3Y435YDPUF12JHHLTQ                              ;585383542;14/03/2010 16:35;funem. fecit. Quad                                ;9PKULWH90L                                        ;465,2430715;4859
1962;2566;2566;60835;OBWKY6IK22X7WADUMO8D                              ;183005815;24/01/2009 13:27;non quo, quo pars                                 ;PP5L9X6I85KCHY0J7G                                ;1671,770415;3246
1963;937;937;29639;UUNWCGGLIFBKEAK6E6XN                              ;263369771;28/12/2011 10:19;pladior esset quantare                            ;KXU808YMEI5WWYTW                                  ;1132,043705;2095
1964;2706;2706;70108;ANX85S5MUXLC2TH8NLP1                              ;812914344;20/12/2011 19:01;Multum essit. e Et                                ;UCHKYL1ROC3WKD9SE0IVG4C                           ;1274,385495;9717
1965;NULL;NULL;88370;JNMMIZTO8HAQ7J7QO7OB                              ;609143951;1/06/2008 22:04;nomen manifestum                                  ;AR029OEN1UPVZ1MBTGBV                              ;749,1311397;625
1966;2686;2686;94291;NIQ7BH3XQL7MFQZALMSC                              ;756498426;2/07/2013 11:42;e homo, transit. egreddior                        ;PU5V3HXA1PPZ                                      ;1806,544394;6134
1967;1699;1699;42162;MFAMV99HZD1QYW5WE6IP                              ;673030639;29/05/2015 11:20;Longam, et funem.                                 ;96LYIZYFUPNETDD62ZTGGKW                           ;241,7384909;1790
1968;2605;2605;29813;IW34RS7F2KVY112FLG7U                              ;147962728;26/10/2014 4:57;dolorum sed quad                                  ;656GCZ50VTRF                                      ;1362,51312;9441
1969;2350;2350;54908;R75VGUUE6GAN74I6I3G1                              ;925042479;20/10/2011 5:15;essit. fecit, quo                                 ;UYBXFV4HHA4J3Z                                    ;124,4668319;2102
1970;1128;1128;61910;WT6RXU2GSPAVAQPY8AYC                              ;918599787;15/11/2013 22:35;plorum brevens, parte                             ;VIPOAQRCTH2UKN                                    ;1467,885485;NULL
1971;2094;2094;68024;W4LBTXJ93DQSEUEY3J0S                              ;665493867;11/06/2007 5:37;non rarendum si                                   ;0LYG71HJ0PSEPV1X8                                 ;1130,380617;429
1972;2701;2701;53809;DQZSXDT79SIO00OLG4XI                              ;13303125;17/02/2011 17:06;cognitio, estis                                   ;F4D32502LIFC0KTZ9ILNSOEZO                         ;706,8905191;3463
1973;2800;2800;30728;PCJ2VVBZ4RXK2IDLIVJQ                              ;584670619;16/12/2014 23:57;funem. bono fecit, gravis                         ;HB2GSKTU5J                                        ;954,5388915;6188
1974;2118;2118;57561;UK84DUPDNF39RODGQ2HI                              ;595462611;15/10/2014 8:12;dolorum cognitio, et quis                         ;XISF4FY3OP8KQMIBL8QPEE4                           ;884,1820596;3345
1975;1635;1635;68582;51L4YIB0X8DS5USBYH1M                              ;379227745;7/05/2014 17:49;funem. gravis pars quorum essit.                  ;O04QVI5EATCZT7N                                   ;485,6217254;9595
1976;7;7;62100;HCUAAT04ST28TPJN0FCE                              ;743688297;22/03/2012 3:12;vobis fecit, glavans                              ;FV099RCU988METRIE3R4B8                            ;672,6183745;3737
1977;2251;2251;89575;P6QHMTL5RKGVLNOQTOOB                              ;777021686;19/07/2014 17:31;novum egreddior Sed plorum                        ;5JTAW9IIDKH9IDUEXN9GMA                            ;1324,5653;2295
1978;1922;1922;95427;5FAKB59NY2P88S54TNZE                              ;600477823;31/10/2005 0:41;Sed quantare Sed et cognitio,                     ;ZG2TLPGJX6MVPFHGL                                 ;677,9307773;9270
1979;2827;2827;63305;08MC71UW6RN3HJRFXAOB                              ;216390686;5/08/2006 11:00;e dolorum non non                                 ;QU1XK85KPUG1SL                                    ;1101,056511;7602
1980;2476;2476;59746;THQNCVJMZ0PWW46O744F                              ;73246099;11/11/2010 16:29;cognitio, manifestum                              ;0UTTGXSX0K2V                                      ;912,9289309;191
1981;292;292;57084;RB15R8EOWCB3I6RVOV6B                              ;88797389;15/08/2007 23:35;quorum Sed dolorum apparens                       ;4ZG7OQWFH2WUO00M3V                                ;1581,258218;976
1982;1967;1967;53034;6QX6LFKRP6JWP25PILM4                              ;906865031;25/04/2013 4:22;gravis regit, quantare                            ;11PLNM4SXX0CHCNFPE8                               ;1017,44422;9748
1983;912;912;48146;3NDSDXFTJ8Y4HKK3Y5ST                              ;582869680;21/03/2009 3:47;imaginator glavans                                ;1OEIRXZRXSBXPNUGEDSL                              ;691,07213;929
1984;420;420;3081;76R6S4L659J6C33KE8I5                              ;692284284;10/08/2008 19:30;bono non parte eggredior. Pro et                  ;YYIHPEH1LA8UIDCM7                                 ;890,5574181;3329
1985;1311;1311;66774;5XLS8ILLKGUAZVHLLLTT                              ;679480055;11/04/2010 15:19;plurissimum non                                   ;PMDV5M3NTI60                                      ;651,9719887;4843
1986;2568;2568;73281;DZEX4GHJJXAOZ186EJM0                              ;678762591;23/01/2005 17:15;quartu quorum transit. transit. Id                ;LNT3QW11IHQBI227AHU7                              ;134,6455841;2747
1987;1465;1465;91076;KSPWD7LYSMPBBRY6U413                              ;48840749;18/07/2012 10:15;estum. Longam, volcans e                          ;2Y63TVD2LZVKXM7OA                                 ;1183,245441;4212
1988;2088;2088;62945;0JJM0T9F726T1T6P1Q9V                              ;319858980;3/12/2008 23:01;eggredior. linguens quad vantis.                  ;P6S74MJNJ0GJ0BT                                   ;33,48762078;2268
1989;310;310;20303;RALCOA9ZKEKWJJ959DDC                              ;913149156;7/03/2015 12:02;essit. sed e Quad                                 ;IOMZW0NZXIVRK                                     ;621,6513024;5701
1990;2261;2261;57511;KJII9YRHSDS8F98Y9BJZ                              ;837411809;14/12/2009 20:28;estum. non quo linguens non gravum                ;VIZV41RVTJJ5CDM2ZJ                                ;NULL;4392
1991;2690;2690;98806;NNLWI9XKRDVJ36Q2TFBH                              ;366354892;22/08/2014 16:56;essit. regit, pars                                ;54J1APOIT9MRS                                     ;1246,779129;143
1992;2610;2610;55624;R0SO3A0601UC2XVWLQPU                              ;278509174;31/07/2012 15:28;quo, quorum et cognitio, Pro                      ;35XJ56S1MU3GQOADVJBZECBG                          ;209,7308106;8476
1993;1829;1829;53661;1ZWOC2HWFW8HXVNT8EYW                              ;828239347;9/03/2006 13:03;Tam in quorum bono vantis.                        ;5GIYL7SR287OIT                                    ;1367,725637;6820
1994;2611;2611;NULL;RC1608U68OMNLQ0VZQ8J                              ;988222496;19/03/2010 13:30;nomen Pro parte Versus                            ;Z3HOYUYZ8FE3FSOQTHT0                              ;1776,021528;8148
1995;2738;2738;91095;K4LV4283DBQYJ9NVIBTM                              ;122841424;15/04/2008 11:43;rarendum plorum                                   ;A31NAOOF2OCPZ0                                    ;245,3620891;55
1996;2752;2752;66993;78LUC5MX8OQD378FBW6M                              ;16490830;9/02/2010 23:25;fecundio, brevens,                                ;UNHV6G9I73CYDIE7PTMP                              ;206,6293108;381
1997;1552;1552;38927;UCVO2GD0HEEWKCW00RWL                              ;31883862;23/09/2009 14:05;linguens ut quantare Tam estum.                   ;G1O5AJ6R2EGSDV6ZYT91LUJYP                         ;796,9268229;430
1998;2284;2284;56579;4N0LG2FG7FN0MDWQ6AP9                              ;420445998;16/03/2007 20:40;manifestum essit.                                 ;XNHNVDBBEMTPWW2R4PW60                             ;877,2952039;4415
1999;2033;2033;9585;R9BGIUBFA490XPOU2LDX                              ;510538242;15/08/2010 2:26;estis et imaginator                               ;77Q0COEMHQF0LJ9F                                  ;398,9912553;5325
2000;1856;1856;68651;9ZRVYZZ9UH7C7DEP4Y83                              ;309097149;6/11/2005 20:04;in glavans venit.                                 ;2G2HK59XDYUPT1J9B                                 ;1471,546813;1440
2001;2414;2414;89333;XAD0ON7W3OBBDIAJLJVC                              ;270677020;25/08/2013 1:21;quantare Versus quo fecit, non                    ;AWV1NWS439WAJHP7TP                                ;1027,281642;9925
2002;1161;1161;16129;GN1OQCA5YN5UICOEU9BS                              ;185809355;30/12/2011 11:29;venit. eudis brevens,                             ;4N2H3ZPKWN                                        ;1343,922944;9672
2003;2262;2262;53580;QSW0TV45IECRUGMBCYAW                              ;144043295;18/08/2005 15:50;in Sed sed et imaginator linguens                 ;WQA3ZIM1T5OF2Z0                                   ;771,9474885;9693
2004;2879;2879;32299;506GV5L5QAJJSPV5NWH6                              ;450887148;23/02/2008 3:52;imaginator ut eudis Versus                        ;FC0M7TA6S8FS1XCVHED50GI6                          ;1231,00747;1349
2005;213;213;88082;F9S3NV22IA1WMLRQJYPJ                              ;704805510;2/10/2014 0:23;pars quorum transit. quad sed                     ;RVTG8ZI2W98W1G2F                                  ;1301,412666;1056
2006;2051;2051;77794;S3T82RR5O2TPQPRDD7AI                              ;458988301;15/12/2012 2:34;delerium. non trepicandor                         ;BR3UZVTSYNLV1ZTU1FXHQJ8X                          ;292,8817292;5664
2007;2096;2096;51356;8ZIN633F3XSN0N5ZVL4A                              ;516395879;23/01/2012 8:38;transit. parte linguens Longam, et                ;5O3ZFXBQW4R2QR                                    ;1076,925437;8102
2008;2820;2820;98092;T886VW0D6RE0WJ4AKWNO                              ;897031059;22/12/2009 0:25;brevens, Longam, quo, et                          ;ZN9CW7UAE2Z14XDRI64U7PTIP                         ;455,0537944;4227
2009;155;155;58712;L502Q2LDIL685ERAGA73                              ;819529609;12/02/2009 11:44;fecundio, et non                                  ;45U1RBNXH2AV0JADPXGW7                             ;27,64189151;8677
2010;1342;1342;78075;X5DN331PAPGM782745TE                              ;312405309;NULL;quoque quorum in                                  ;JD8WLXSAURNM2                                     ;301,9820286;7432
2011;2958;2958;93354;N58RR5D03MGLNOZNEMZK                              ;671715786;27/09/2010 16:27;quoque plurissimum quad                           ;FCAND6FAGN5LKT                                    ;1965,149783;4695
2012;2712;2712;96872;8WQMY6O3C4EO29Z4WCXO                              ;880253110;4/03/2009 17:34;quorum quis plorum                                ;V1S2BLGSVPQ578I7DGKXCNTJ0                         ;1158,788335;6461
2013;1236;1236;18590;63Z0JK2KPIUUCF9I4SZO                              ;877997639;5/07/2008 9:25;et plurissimum estis et vobis                     ;9XLQ0CYAYPVJQ4ZKFXM1                              ;860,2051664;4671
2014;2906;2906;49583;RH2XLE0IIA1VY1TQLFML                              ;895420924;8/04/2011 4:38;travissimantor esset                              ;1YFR40WO8892YBJ75PE6X9                            ;1653,472711;5791
2015;2910;2910;86471;NLJTQUQMRJYZSFLX3X52                              ;284214099;14/10/2006 10:49;vobis Tam quad plorum                             ;CUQFYS7VWZ47Y                                     ;1482,834931;9345
2016;2841;2841;77686;68SZDDFRJDC2E3VI3VK9                              ;410069027;27/06/2013 21:43;quorum brevens,                                   ;YWB2MQHMHRSFC988UAR53XE                           ;496,3036499;7403
2017;2534;2534;83389;RQ2V6M7THHGJHGCQUCGA                              ;848988260;18/11/2012 12:12;Id Pro quantare linguens pars                     ;XV0DC3U3K26T24BJ                                  ;1447,798852;3929
2018;2123;2123;37580;76LXDBQEZ2LT5FIQ37R7                              ;497370257;5/11/2015 9:40;si glavans Et quad                                ;QCYMIFYNO4UGT10HR4QP                              ;980,6982851;9918
2019;1307;1307;37893;1VWJWMIR9J4Y1JKGYSAH                              ;764336957;19/05/2008 14:48;ut delerium. gravum                               ;AEXPVA2E5QZ7TDKGXFF2QNYZ                          ;241,4862869;7252
2020;2161;2161;80997;IFVQB1U0R5O2V6APDHO7                              ;74997053;11/09/2006 3:42;egreddior homo,                                   ;R06BBZLU8GY0XN5                                   ;622,4135061;6970
2021;2832;2832;71439;QJHU4VX94EGQKJG0TLLO                              ;239414462;10/05/2008 4:49;sed plurissimum plurissimum quad                  ;8JDV80OF1TPA                                      ;614,4855556;6413
2022;997;997;23121;IDFV5C9RLBMAQRWEV75W                              ;654271945;16/12/2005 1:26;in et Pro transit. e Tam                          ;DMFX149W3UQDDLX                                   ;623,2989536;3865
2023;1574;1574;76994;NQ7CANUOKV3JW851YYIO                              ;968746474;26/06/2011 12:18;regit, fecit, Pro                                 ;FZS97H4L4ERCQAHA                                  ;208,2508701;6090
2024;2615;2615;89604;J2UFURJMXEFRZVN7JUPF                              ;71423701;20/08/2015 16:54;et fecit. pars Sed transit. quad                  ;6UTJ2WJWY5PMHUEQTLTW0                             ;740,8618176;5049
2025;2803;2803;68409;1FIRUJRCW8M883NDXGWA                              ;223265322;6/11/2006 8:47;vobis sed quantare regit,                         ;VIUTMCW5SCG26Q32D3                                ;877,6877024;1958
2026;2972;2972;39550;MHNRWCIUF3T9GHNBOZ7S                              ;759135419;26/03/2015 5:38;quo sed et e Pro manifestum                       ;D8CEYNKCMWPODARYBO9960                            ;1258,154674;1953
2027;1968;1968;10706;05TJRRZULET40EYVZX68                              ;962259399;9/11/2010 14:08;glavans quorum plorum parte Quad                  ;CD6ENOMQ8PNN7                                     ;1762,65498;6643
2028;2758;2758;20612;H4SYSM019HOHRLBT85LI                              ;492707361;12/12/2009 4:03;parte egreddior                                   ;3W520A93O2SFRSD3U                                 ;930,8689912;8040
2029;214;214;69641;TP05G2OFO11JSJ10KY5Y                              ;225614791;30/09/2009 10:27;esset manifestum vobis et estis et                ;DGZ1R9WNZ5GYPNKF7S365PJ9                          ;709,1768024;3289
2030;303;303;26716;CX5M8TM1RSLQINFSTCJC                              ;950695906;2/07/2011 20:28;essit. et et nomen                                ;4L8XTD4VL9QJ14                                    ;677,5527488;9214
2031;1603;1603;1469;KFMYY1ATO6GK6GSVI791                              ;142838221;28/03/2009 18:24;fecundio, in fecundio,                            ;6DA3MPC5VBL                                       ;1688,694903;3306
2032;157;157;11517;W9GTAWM8QMMM7RHIO9SC                              ;170027161;30/06/2007 13:07;Quad Longam, non Et                               ;ZOXNWQCNNOQ5SC34                                  ;1795,323171;7880
2033;2978;2978;77398;3L45B6MWB49A7O664O5N                              ;147248967;5/05/2012 20:51;linguens Longam,                                  ;TV5O70SFGMZRGCL8S46N                              ;925,5740451;3944
2034;1567;1567;65574;XKUYYPADUXHP5TNBOYPZ                              ;839488962;17/03/2011 22:14;ut estis in trepicandor esset                     ;UTOH8IM4AAM8R2G                                   ;1206,383965;6161
2035;2265;2265;98773;FHCB03BBJLMON51A7CHC                              ;158651503;29/09/2005 14:56;quad et esset estum. estum.                       ;WSO58G3DW6B5X08WGQY                               ;73,77486959;266
2036;2603;2603;350;G7SL1UIVGQGO9H2HMYLZ                              ;329656604;18/03/2013 15:07;quo, apparens quoque                              ;G6YH5A5CDIOA5TVCIIEEQBL26                         ;1569,005986;1304
2037;2106;2106;25049;ACU0INL0GL7NRYAJQY8S                              ;864678861;16/08/2011 12:06;eudis rarendum regit, vobis                       ;7A2PS13DYPT6ZYARZD                                ;809,3107291;54
2038;2679;2679;15116;3U60DNZTKEVCH6UYLJ7X                              ;753785516;7/09/2012 12:31;et et nomen volcans fecit,                        ;1Z44VDXCKC5LWBN2VA                                ;1786,43675;9581
2039;3001;3001;43844;Z581IIRXV0C6L7HO04ZM                              ;293515438;27/01/2006 23:54;Versus Et regit, pladior essit.                   ;QN6RU5JCIG3ZB8K                                   ;1389,659464;2272
2040;2625;2625;63747;W6CA9SGL5E1VL3PYYU47                              ;291755028;8/11/2009 19:07;Id vobis ut et Quad vobis                         ;I356CUOI1T4WVCVEGCMUU89                           ;597,6756888;9180
2041;405;405;44711;PEI6WYC9KF7AM3YWR8QB                              ;298948917;26/04/2013 12:44;quoque habitatio eudis manifestum                 ;C1EWHCTDC5                                        ;1575,046551;4646
2042;2762;2762;11786;QLBBZ3SQ19UEC7ST3DT3                              ;153029394;31/12/2008 8:36;nomen Versus in                                   ;ZQ4BVZOP11MH6KPIZLPA9T5                           ;1679,59179;9986
2043;2788;2788;22556;KZTKY0Q17MEWIYS7UWVK                              ;348028362;29/07/2007 9:50;eggredior. glavans                                ;BFS1OZRJP7WN                                      ;1155,603549;3591
2044;2064;2064;77142;J5DWAW53NVW815LIR121                              ;422903031;21/10/2015 11:17;novum estis quad                                  ;1QV6I8YPJ8CRUUSMVV5L                              ;1731,505592;8269
2045;2681;2681;45529;UNFIU8ZL9GYIR1UGOO4K                              ;625796614;10/06/2009 19:35;dolorum linguens et et                            ;0G6M01A3RYN25YUU3QK73                             ;656,5015198;9698
2046;2570;2570;78709;JQINHT6P3VTIVPHXDGN5                              ;217638086;13/10/2005 2:53;et vobis plurissimum bono brevens,                ;7F9U4YWUCR220                                     ;87,99079437;3683
2047;2129;2129;29349;EEYP94R12CYGPAWWUCFT                              ;429459240;18/02/2011 7:30;glavans novum esset Quad e quantare               ;OKI6OMS9OPOWXRR4KE698                             ;1349,525644;3805
2048;2772;2772;65661;5L40WBCIA8GFH5CKY8OF                              ;897151800;26/04/2006 10:49;parte gravis quorum quo                           ;C6XB6XMWZ3XJ6J                                    ;1714,252926;1029
2049;2917;2917;50786;1IV15FL0I38CK8STPDSE                              ;221602465;26/05/2015 2:14;fecundio, vantis.                                 ;EIGZXRK5814276OVR1X7B9                            ;293,1865967;8803
2050;2095;2095;90276;R4H184KCW4QD9429YQWR                              ;226483312;20/09/2012 15:47;NULL;GUMSPKZDL7V6VP9AZS0O                              ;1749,058439;2653
2051;2287;2287;28101;S472WXJR9UV049EDZXA1                              ;420562360;27/05/2011 23:30;apparens cognitio, non                            ;1VFQB85H9CX45Z4AYUL8N                             ;758,8304592;6452
2052;2484;2484;42202;MZIYB3PJQNWN1ZZAZC70                              ;907142123;6/04/2010 13:45;trepicandor quad                                  ;UC0S5HRXEBK2FZ72D                                 ;1816,228538;513
2053;2709;2709;53868;N9UD5VOWZSMQT55P3KTT                              ;458866233;7/05/2006 23:16;e quad fecit, in                                  ;UVBVY1PQ500XFFNH03QI                              ;635,8089171;7164
2054;2980;2980;38437;J7ZD3AE20L303YPNL681                              ;778909160;6/07/2005 16:57;quad transit. quo Tam funem.                      ;NQBXMK2K53WG8ER7ZDY3FCQW                          ;1776,577749;8356
2055;2307;2307;99280;QU9X7TTLVRD6C42U02K9                              ;986222450;7/04/2007 21:37;trepicandor quo                                   ;V4FYY4CVA650YCHM5Z                                ;857,0612571;5027
2056;2652;2652;25281;Y6IPP6G1IEKSLSCPFVGL                              ;207968329;21/11/2015 18:37;et plorum quorum                                  ;4H71V91PRFM                                       ;403,9826879;6059
2057;2361;2361;45492;4TPTRUNSL4ORSSNR7HMD                              ;3742280;2/03/2007 13:03;gravis trepicandor in estum. gravum               ;ZEGQFNL6YKLY8M711HG9D                             ;1135,672074;3582
2058;2713;2713;94802;DDSEQCP5K63OCUCTVYCT                              ;52536965;10/05/2012 18:35;quad plorum fecundio, glavans quis                ;S0O3JOXFKFNW                                      ;31,08567094;4644
2059;1908;1908;12153;W9W0T0OY8EU7YRGWF0IX                              ;172796983;12/10/2014 7:03;plorum bono quorum ut quo egreddior               ;LHM1ZKTYJV8S910OAYDX5LG                           ;353,319768;9392
2060;2210;2210;18120;NULL;696978587;28/11/2008 22:14;in quartu in essit.                               ;B3W8JZ6BBGMJFFHPJV94FAANX                         ;43,2579918;9104
2061;2601;2601;56128;0YK3GXAXBIAKAG3WDXC1                              ;964657816;NULL;estis quo habitatio                               ;AGAYZZ1KPWNKE                                     ;530,2267496;9021
2062;2204;2204;46172;CS9GE3WWGYTWLVBCXC2D                              ;877582858;23/11/2008 10:14;et nomen e non apparens                           ;PXHSFG8UGNDACBL1S                                 ;146,0564463;61
2063;2655;2655;24643;WVKNNAD0126VGO5AM2UE                              ;244871827;4/01/2008 22:31;Pro fecit, si linguens                            ;BSOP0DHMHUPL2ZGPFITH7                             ;1745,876992;937
2064;2819;2819;9696;VKGOPKRJGLAN5FWPTQSJ                              ;18445361;25/04/2007 22:11;glavans Tam et plorum Id transit.                 ;IGZMKPMQYO3D8MV0W3                                ;1350,089143;9464
2065;340;340;77147;EVN04752AA7ZZ1B3ZYPL                              ;881339111;21/06/2014 3:56;quo plorum Id manifestum                          ;SZD4VLETNW37B2V98PES                              ;613,287126;4125
2066;1163;1163;91513;LHW8B99KTB1V4GPSNKDM                              ;99985158;16/11/2015 17:20;brevens, linguens                                 ;0RW1HOQUTFLP5                                     ;169,826612;6815
2067;1995;1995;76616;5A2O5DLLTS3YFTDRRTXW                              ;953196821;31/03/2008 3:20;pars quorum eudis novum                           ;H4B406VZTVGRBDCMAIB                               ;233,21429;2516
2068;2992;2992;4093;HY53VKLABDBZZG7TJ5VO                              ;914593214;28/10/2012 20:43;estis fecit. vobis                                ;S7H3DXNZTHIH5NE5X                                 ;1653,821202;8510
2069;2979;2979;26592;ZJYXONB1VRFP0NBXKATZ                              ;971241195;19/04/2013 11:11;si novum habitatio estum.                         ;DLW1X0KQDCH743EN                                  ;1579,697842;5524
2070;2645;2645;65935;NULL;378732403;10/07/2010 13:42;estum. ut regit, essit.                           ;9N8Q3IW5CDYLNZ7P                                  ;1913,828945;8041
2071;2780;2780;50987;HFSZGC6Y7O27IIF766X9                              ;189858549;27/07/2009 19:41;bono plorum parte                                 ;4PMR9GINKAHMCF                                    ;1686,992921;7348
